BBL,RentRegulated
2026860017,1
2026870001,1
2026870032,1
2026950042,1
2026950040,1
2026950038,1
2022910027,1
2022910027,1
2022920050,1
2022920049,1
2022740034,1
2022740033,1
2026000047,1
2023270022,1
2022920022,1
2022920023,1
2022920131,1
2022920035,1
2022920037,1
2022930058,1
2022750001,1
2022750038,1
2022750037,1
2022750035,1
2022930040,1
2022930052,1
2022930056,1
2022750010,1
2022750011,1
2022750022,1
2025790025,1
2025810024,1
2025820065,1
2026000159,1
2023970001,1
2023970001,1
2026530053,1
2023980040,1
2023980034,1
2023980027,1
2023740060,1
2023740059,1
2026420113,1
2026420114,1
2026430053,1
2026530057,1
2026530080,1
2023980009,1
2023990035,1
2023990129,1
2023990029,1
2023990128,1
2023980022,1
2023740038,1
2023740097,1
2026430013,1
2026430040,1
2026530067,1
2026530069,1
2026640061,1
2026750001,1
2024000033,1
2023990020,1
2023740078,1
2023740080,1
2023740182,1
2024000010,1
2024010035,1
2024000015,1
2024000015,1
2024010026,1
2023760034,1
2023760032,1
2023760027,1
2024010009,1
2024010012,1
2024020024,1
2026750017,1
2026750035,1
2026750018,1
2023780034,1
2023770018,1
2023640001,1
2026187501,1
2026187501,1
2026460038,1
2026760022,1
2026760085,1
2026750050,1
2023760053,1
2027070026,1
2027070022,1
2027070011,1
2027200069,1
2025780006,1
2025570056,1
2025570046,1
2025790006,1
2025790009,1
2025790010,1
2025790017,1
2026230272,1
2026230271,1
2026230167,1
2026230205,1
2026430011,1
2026230269,1
2026230268,1
2026230267,1
2026230167,1
2027080037,1
2027080040,1
2026860039,1
2026860041,1
2027080001,1
2026850048,1
2026850050,1
2026850054,1
2026850055,1
2026840072,1
2026840076,1
2023740073,1
2024000023,1
2023750006,1
2024010023,1
2024020023,1
2023770005,1
2023770006,1
2026740012,1
2026740044,1
2026740086,1
2026850028,1
2026750058,1
2026750053,1
2026870008,1
2026880044,1
2026760067,1
2026760065,1
2026170014,1
2026170022,1
2026170024,1
2025827502,1
2026830051,1
2026830049,1
2026830043,1
2026830039,1
2026030017,1
2026030019,1
2026030020,1
2026030022,1
2026830136,1
2026830135,1
2026830134,1
2026830094,1
2026030161,1
2026830090,1
2026030165,1
2027200030,1
2027200093,1
2027200088,1
2027200084,1
2027200080,1
2027200136,1
2026030035,1
2025820022,1
2025820026,1
2025820030,1
2025820034,1
2025820034,1
2025820034,1
2025810028,1
2025810026,1
2026530071,1
2025570078,1
2026230147,1
2026230151,1
2026230180,1
2026230188,1
2025827501,1
2025820042,1
2026740021,1
2026740027,1
2026750036,1
2026650061,1
2026760130,1
2026760134,1
2026760136,1
2026760011,1
2026760038,1
2026760040,1
2025760011,1
2025770052,1
2025770048,1
2025810011,1
2025800026,1
2025800024,1
2026410036,1
2026530059,1
2026530061,1
2026530063,1
2026430042,1
2026530065,1
2026760044,1
2026760045,1
2026760048,1
2023077501,1
2026070002,1
2026070005,1
2026070011,1
2023700035,1
2023700033,1
2026080032,1
2026080033,1
2026080037,1
2026090115,1
2023720041,1
2023720037,1
2026097501,1
2023730043,1
2029260008,1
2029270009,1
2029270014,1
2024230007,1
2026220002,1
2026220004,1
2026070078,1
2026220040,1
2026070072,1
2026220048,1
2026070072,1
2026070072,1
2026070072,1
2026070068,1
2026130036,1
2026130032,1
2026140054,1
2026140041,1
2026140038,1
2026630001,1
2026630001,1
2026630007,1
2026630009,1
2026150053,1
2026150052,1
2026630013,1
2026150050,1
2026150048,1
2026630029,1
2029610018,1
2029610018,1
2029610025,1
2029340050,1
2029620001,1
2029340047,1
2029340045,1
2029620007,1
2029620009,1
2029620012,1
2029620013,1
2029620015,1
2029620017,1
2029620019,1
2024610111,1
2024560001,1
2024560008,1
2024560065,1
2026290013,1
2026270047,1
2026270046,1
2026330004,1
2026220052,1
2024250002,1
2024250005,1
2024260002,1
2024290034,1
2024260004,1
2024260008,1
2024260012,1
2024260051,1
2024260151,1
2024260152,1
2024260153,1
2024300041,1
2024300039,1
2024260054,1
2024260055,1
2024300035,1
2024300033,1
2024260058,1
2024260061,1
2024270013,1
2024270018,1
2028870082,1
2028870084,1
2028870086,1
2028870088,1
2028870094,1
2028879100,1
2028870030,1
2028870031,1
2029330061,1
2029340019,1
2029340023,1
2029360044,1
2024230053,1
2024230044,1
2024230065,1
2024230035,1
2024370024,1
2024370022,1
2024380085,1
2024340003,1
2024340004,1
2024340006,1
2024340009,1
2024340010,1
2024340012,1
2024340015,1
2024350007,1
2024390090,1
2024350010,1
2024350012,1
2024350014,1
2024390080,1
2024390069,1
2024390059,1
2024390057,1
2024390055,1
2027830007,1
2027830008,1
2027850067,1
2027850063,1
2027850056,1
2027850054,1
2027850050,1
2027850048,1
2027830030,1
2027830032,1
2027830035,1
2027860030,1
2029370001,1
2029370007,1
2029270031,1
2026470014,1
2026660022,1
2026200001,1
2026270058,1
2026570009,1
2026200025,1
2026200027,1
2026200029,1
2026210032,1
2026680030,1
2024610070,1
2024550053,1
2024460018,1
2024320001,1
2024320047,1
2023687501,1
2026220001,1
2024560030,1
2024550059,1
2024560061,1
2024550062,1
2024470011,1
2024470015,1
2024470017,1
2024470048,1
2024470049,1
2024470050,1
2024280001,1
2023697502,1
2023700049,1
2026220005,1
2026220057,1
2024560042,1
2024560051,1
2024370020,1
2024340001,1
2024340044,1
2024330057,1
2024280021,1
2024250016,1
2024260001,1
2023710064,1
2026087501,1
2026330020,1
2026330022,1
2026330024,1
2026510052,1
2026610058,1
2026710001,1
2024520054,1
2024350035,1
2024340068,1
2023890054,1
2023890051,1
2023710023,1
2023710029,1
2026130017,1
2026130020,1
2026140061,1
2026130024,1
2026140056,1
2024390022,1
2024390075,1
2024350015,1
2024260062,1
2024270001,1
2024270052,1
2026090028,1
2026100065,1
2026120001,1
2026150001,1
2026140026,1
2026140027,1
2026150065,1
2026630001,1
2026620013,1
2026620015,1
2026620016,1
2026620019,1
2026730001,1
2024530061,1
2024500029,1
2024500031,1
2027820064,1
2026100012,1
2029250090,1
2029250088,1
2026120035,1
2029330067,1
2029330063,1
2026630031,1
2027840037,1
2027840033,1
2027840031,1
2027820104,1
2029250042,1
2029320015,1
2029320004,1
2029370008,1
2029370025,1
2026180047,1
2026180043,1
2026200035,1
2026200034,1
2026200033,1
2024320088,1
2024330028,1
2024330042,1
2024330043,1
2024330045,1
2024330023,1
2024330051,1
2024330054,1
2024330055,1
2024340047,1
2024340040,1
2024340055,1
2024350045,1
2024350020,1
2024360033,1
2027830054,1
2027830052,1
2027830047,1
2027830042,1
2026460036,1
2026620046,1
2026620008,1
2026620010,1
2026070038,1
2026070049,1
2026080019,1
2026130015,1
2026140011,1
2026140019,1
2026120058,1
2026120056,1
2026150008,1
2026120053,1
2026150012,1
2029310094,1
2029337501,1
2029337501,1
2029310082,1
2029310073,1
2029360005,1
2026090049,1
2026090049,1
2026090046,1
2026110001,1
2026090039,1
2026090037,1
2026090035,1
2026100058,1
2026120025,1
2029310011,1
2029310013,1
2029250050,1
2029260027,1
2029260023,1
2029270059,1
2029270057,1
2029270050,1
2024620033,1
2024560140,1
2024560150,1
2024560163,1
2024570001,1
2024570004,1
2024570010,1
2024570013,1
2024570017,1
2024570040,1
2024570044,1
2024570044,1
2028310001,1
2028310005,1
2028310013,1
2028310036,1
2028310048,1
2028320001,1
2028320004,1
2028320008,1
2024470023,1
2024470045,1
2024470019,1
2024510038,1
2024490001,1
2024520029,1
2024490013,1
2024500001,1
2028160001,1
2026460041,1
2026360039,1
2026360038,1
2026360036,1
2026360026,1
2026470043,1
2026520023,1
2029350001,1
2029350028,1
2028310020,1
2028317501,1
2024560181,1
2024560251,1
2024520035,1
2024490079,1
2024230020,1
2024320005,1
2024470056,1
2024470051,1
2024380001,1
2024380005,1
2024490077,1
2024490075,1
2024490072,1
2024490068,1
2024490064,1
2024390001,1
2024500052,1
2024390028,1
2024390030,1
2024390034,1
2024390036,1
2024390042,1
2024500039,1
2024500038,1
2024500036,1
2024500035,1
2028160070,1
2028160066,1
2027850005,1
2027850011,1
2027850013,1
2027850016,1
2027850020,1
2027850024,1
2028160045,1
2027860002,1
2027860009,1
2027860010,1
2027860011,1
2027860012,1
2023880010,1
2023880011,1
2023880029,1
2023880030,1
2029370058,1
2026187501,1
2026187501,1
2026187501,1
2026187501,1
2029270033,1
2024550001,1
2024610074,1
2024550006,1
2024550018,1
2024610130,1
2024560032,1
2024560034,1
2024560023,1
2024560036,1
2024560037,1
2024560040,1
2024560210,1
2024560218,1
2024560175,1
2024560222,1
2024560171,1
2024530001,1
2024530007,1
2024530012,1
2024570052,1
2024570050,1
2024530055,1
2028310032,1
2028300001,1
2028310028,1
2028300005,1
2028310024,1
2028300013,1
2028300021,1
2028310065,1
2028300025,1
2028310061,1
2028300030,1
2028320026,1
2024460003,1
2024460005,1
2024460007,1
2024460009,1
2024550035,1
2024460011,1
2024550033,1
2024460013,1
2024460015,1
2024550028,1
2024560055,1
2024510005,1
2024510011,1
2024520015,1
2024560248,1
2024560244,1
2024560240,1
2024520051,1
2024530030,1
2024530022,1
2024530035,1
2024530041,1
2024530045,1
2024230082,1
2024230181,1
2024330078,1
2024330076,1
2024280006,1
2024280017,1
2024340078,1
2024340076,1
2024290012,1
2024310001,1
2027820050,1
2027820236,1
2026550005,1
2026570024,1
2026680057,1
2026690006,1
2026690009,1
2026400050,1
2026710003,1
2026620028,1
2026620023,1
2026630155,1
2026630045,1
2026630034,1
2026300051,1
2026330043,1
2023860144,1
2023690012,1
2023700013,1
2023870032,1
2023710001,1
2023710006,1
2023710017,1
2023890049,1
2023890045,1
2023720007,1
2023720009,1
2023720011,1
2023890031,1
2023730006,1
2023730021,1
2023730023,1
2024270044,1
2024270042,1
2024270037,1
2024270035,1
2024270032,1
2024270031,1
2024270029,1
2028870164,1
2028870161,1
2029120026,1
2029190043,1
2029297501,1
2029240037,1
2029240036,1
2030610007,1
2030487501,1
2030517501,1
2030710037,1
2030710039,1
2030710041,1
2030710043,1
2030710025,1
2028880028,1
2028890005,1
2028890018,1
2028900017,1
2028920011,1
2028030002,1
2028030005,1
2028030007,1
2028020037,1
2028090037,1
2028140006,1
2028140025,1
