2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0.047698,0.047352,0.047006,0.04666,0.046314,0.045968,0.045622,0.04493,0.04493,0.04493,0.04493,0.04493,0.04493,0.0432,0.0432,0.0432,0.0432,0.0432,0.04147,0.04147,0.04147,0.04147,0.04147,0.03974,0.03974,0.03974,0.03974,0.03974,0.03801,0.03801,0.03801,0.03801,0.03801,0.03628
