,"NYC Borough, Block and Lot (BBL)",Address 1,City,Postcode
1543,2-05747-0590,2711 Henry Hudson Parkway,Bronx,10463
1544,2-05906-0331,3720 Independence Avenue,Bronx,10463
1545,1-02243-0366,251 Seaman Avenue,New York,10034
1546,1-00618-0033,56 7th Avenue,New York,10011
1547,1-01344-0033,340 East 52nd Street,New York,10022
1548,2-05908-0203,645 West 239th Street,Bronx,10463
1549,1-02240-0029,60 Cooper Street,New York,10034
1550,2-04251-0011,1874 Pelham Parkway South,Bronx,10461
1551,2-05738-0366,3030 Johnson Avenue,Bronx,10463
1552,2-05758-0442,315 West 232nd Street,Bronx,10463
1553,1011240059,50 West 72nd Street,New York,10023
1554,1-00492-7501,14 Prince Street,New York,10012
1555,1-01195-0018,15 West 81st Street,New York,10024
1556,1-01521-0001,1165 Park Avenue,New York,10128
1557,1-02240-0037,687 West 204th Street,New York,10034
1558,1-01882-0051,528 West 111th Street,New York,10025
1559,2-03311-0138,190 East Mosholu Parkway,Bronx,10458
1560,1-01882-0054,532 West 111th Street,New York,10025
1561,1-01868-7502,752 West End Avenue,New York,10025
1562,1-02153-0001,1370 St. Nicholas Avenue,New York,10033
1563,2-05799-0032,3635 Johnson Avenue,Bronx,10463
1564,1-02162-9001;1-02162-0001,111 Wadsworth Avenue,New York,10033
1565,3-04967-0040,1351-1355 New York Avenue,Brooklyn,11203
1566,3-04964-0047,3102 - 3104 Newkirk Avenue,Brooklyn,11210
1567,3-04981-0001,1401 - 1419 New York Avenue,Brooklyn,11210
1568,3-04995-0030,1402 New York Avenue - 1416 New York Avenue,Brooklyn,11210
1569,3-04981-0050,1402 Brooklyn Avenue - 1420 Brooklyn Avenue,Brooklyn,11210
1570,3-04964-0040,1350 - 1372 New York Avenue,Brooklyn,11203
1571,2-03253-0221,3065 Sedgwick Avenue,Bronx,10468
1572,3-05000-0200,"1405,1421,1425 Brooklyn Avenue",Brooklyn,11210
1573,1-00558-7502,115 Fourth Avenue,New York,10003
1574,1-00566-0001,11 Fifth Avenue,New York,10003
1575,1-00555-0001,70 East 10th Street,New York,10003
1576,3-08273-7501,10801 Seaview Avenue,Brooklyn,11236
1577,1-01328-0021,245 East 54th Street,New York,10022
1578,1-00564-0054,77 East 12th Street,New York,10003
1579,4-01111-0001,54-17 31st Avenue,Queens,11377
1580,1015300019,245 East 84th Street,NY,10028
1581,1-00695-7506,200 Eleventh Avenue,New York,10011
1582,4-00577-7501,30-44 29 Street,Astoria,11102
1583,4-01547-0001,84-19 51 Avenue,Elmhurst,11373
1584,4-03334-0250,78-14 Austin Street,Forest Hills,11375
1585,4-03154-0001,66-15 Thornton Place,Forest Hills,11374
1586,4-00872-0068,25-34 Crescent Street,Astoria,11102
1587,4-01855-7501,53-11 90 Street,Elmhurst,11373
1588,4-03166-0107,67-41 Burns Street,Forest Hills,11375
1589,1-01456-0026,440 East 62nd Street,New York,10065
1590,4-05137-7502,137-10 Franklin Avenue,Flushing,11355
1591,4-02864-0017,86-04 Grand Avenue,Elmhurst,11373
1592,4-01551-0026,92-05 Whitney Avenue,Elmhurst,11373
1593,4-01470-0012,37-16/20 83 Street,Jackson Heights,11372
1594,4-00607-0018,34-17/19 30 Street,Astoria,11106
1595,1016220043,58 East 117th Street,NY,10035
1596,3-05065-0075,181 Lenox Road,Brooklyn,11226
1597,1016220020,75 East 116th Street,NY,10029
1598,1-00069-0018,2 Gold Street,New York,10038
1599,4-05294-7501,36-20 168 Street,Flushing,11358
1600,4-00160-7501,43-30 46 Street,Sunnyside,11104
1601,4-03156-0114,66-20 Wetherole Street,Rego Park,11374
1602,4-04999-0033,149-43 35th Avenue,Flushing,11354
1603,4-05005-7502,148-09 NORTHERN BLVD.,FLUSHING,11354
1604,1-00916-0001,201 East 35th Street,New York,10016
1605,3-08691-0011,601 BRIGHTWATER CT.,BROOKLYN,11235
1606,3-05928-0006,7401 Ridge Boulevard,Brooklyn,11209
1607,4-01554-0051,41-65 Forley Street,Elmhurst,11373
1608,3-00265-0006,59 Livingston Street,Brooklyn,11201
1609,1-00069-0006,201 Pearl Street,New York,10038
1610,4-01312-0043,41-42 73RD STREET,WOODSIDE,11377
1611,1-00791-0001,161 West 15th Street,New York,10011
1612,2028879100,1450 Clay Avenue,Bronx,10456
1613,2031420090,1971 Webster Avenue,Bronx,10457
1614,2030810008,2120 Hughes Avenue,Bronx,10457
1615,1-00584-7501,442 Hudson Street,New York,10014
1616,1-00624-7503,302 West 12 Street,new york,10014
1617,1-01310-7502,140 East 56th Street,New York,10022
1618,2-02381-7501,837 Washington Avenue,Bronx,10451
1619,3-02013-7501,555 Washington Avenue,Brooklyn,11238
1620,4-00062-7501,11-02 49th Avenue,Queens,11101
1621,1-01506-0069,1136 Fifth Avenue,New York,10128
1622,4-09666-0001,139-15 83rd Avenue,Queens,11435
1623,4-01520-0005,74-02 43rd Avenue,Queens,11373
1624,1-01371-0014,45 Sutton Place South,New York,10022
1625,1-01496-0001,1030 Fifth Avenue,New York,10028
1626,4-02239-7501,111-20 73rd Avenue,Queens,11375
1627,4-00016-7501,2-17 51st Avenue,Queens,11101
1628,1-01494-0001,1010 Fifth Avenue,New York,10028
1629,1-01399-0013,133 East 64th Street,New York,10065
1630,1-01217-0014,145 West 86th Street,New York,10024
1631,1-01245-0003,100 Riverside Drive,New York,10024
1632,1-01294-0033,480 Park Avenue,New York,10022
1633,1-01510-7501,1438 Third Avenue,New York,10028
1634,1-01500-0020,47 East 88th Street,New York,10128
1635,3011640064,225 Sterling Place,Brooklyn,11238
1636,1-00882-0028,95 Lexington Avenue,New York,10016
1637,1005330001,1 Washington Square Village,New York,10012
1638,1-01009-0029,100 West 57th Street,New York,10019
1639,1-01250-0067,173-175 Riverside Drive,New York,10024
1640,1-01210-7502,186 West 80th Street,New York,10024
1641,1-01893-0035,375 Riverside Drive,New York,10025
1642,1-00841-0069,32 West 40 Street,New York,10018
1643,1-00906-0001,201 East 25th Street,New York,10010
1644,1-01386-7501,50 East 72nd Street,New York,10021
1645,1-01412-0001,863 Park Avenue,New York,10075
1646,2-04340-0001,2260 Bronx Park East,Bronx,10467
1647,2-04345-0005,2206 Holland Ave,Bronx,10467
1648,2-04999-0068,730 East 236th Street,Bronx,10466
1649,1-01453-7501,300 East 79th Street,New York,10075
1650,1-00921-0019,333 East 14th Street,New York,10003
1651,1013680036,430 East 57th St,New York,10022
1652,1-01544-7501,350 East 82nd St.,New York,10028
1653,1012050029,315 Central Park West,New York City,10025
1654,1-01569-7503,400 East 90th Street,New York,10128
1655,1-01290-7501,60 East 55th Street,New York,10022
1656,1-01429-7502,255 East 74th Street,New York,10021
1657,1-00640-0021,756 Washington Street,New York,10014
1658,1-01438-7502,300 E 64th Street,New York,10065
1659,1014370022,359 E 62nd St,New York,10021
1660,3000367501,30 Main Street,Brooklyn,11201
1661,1014530021,351-353 E 78th St,New York,10021
1662,4014320034,33-52 85th Street,Jackson Heights,11372
1663,1015320016,237-247 E 86th St,New York,10028
1664,1-00891-0003,35 Park Avenue,New York,10016
1665,1-01888-0031,310 West 99th Street,New York,10025
1666,1011990055,40 West 86th Street,New York,10024
1667,1014220021,254 East 68th Street,New York,10065
1668,1008660035,40 Park Avenue,New York,10016
1669,1013090050,136 East 55th Street,New York,10022
1670,1011990045,20 West 86th Street,New York,10024
1671,1012000015,27 West 86th,New York,10024
1672,1012160051,144 West 86th Street,New York,10024
1673,1011980029,241 Central Park West,New York,10024
1674,1012030033,295 Central Park West,New York,10024
1675,1011950014,25 West 81st Street,New York,10024
1676,1012170025,115 West 86th Street,New York,10024
1677,1014230010,215 East 68th Street,New York,10065
1678,2039840001,1400 Benson Street,New York,10461
1679,1014250005,211 East 70th Street,New York,10021
1680,1015820031,544 East 86th Street,New York,10028
1681,1013900067,945 Fifth Avenue,New York,10021
1682,1015170001,1085 Park Ave,New York,10128
1683,1-00915-0046,222 East 35th Street,New York,10016
1684,1-01413-0045,170 East 79th Street,New York,10021
1685,1-01336-0015,333 East 43rd Street,New York,10017
1686,1-00576-0025,37 West 12th Street,New York,10011
1687,1-00556-0044,111 Fourth Avenue,New York,10003
1688,1-00016-7516,2 River Terrace,New York,10282
1689,1-00573-0043,24 Fifth Avenue,New York,10011
1690,1-00903-7501,205-215 East 22nd Street,New York,10010
1691,1-01011-0045,128 Central Park South,New York,10019
1692,3-04414-7501,1019 Van Siclen Avenue,Brooklyn,11207
1693,1-01151-7503,555 West 59th Street,New York,10019
1694,1-01170-0012,229 West 78th Street,New York,10024
1695,1-01237-0017,205 West 89th Street,New York,10024
1696,4-05020-0001,142-05 Roosevelt Avenue,Queens,11354
1697,1-01406-0017,140 East 72nd Street,New York,10021
1698,1-00915-7501,225 East 34th Street,New York,10016
1699,1012130009,139 West 82nd Street,New York,10024
1700,1014920015,19 East 80th Street,New York,10075
1701,1013210034,230 East 48th Street,New York,10017
1702,1022390031,10 Cooper Street,New York,10034
1703,1022390031,10 Cooper Street,New York,10034
1704,1021710001,10 Hillside Avenue,New York,10040
1705,1021710001,10 Hillside Avenue,New York,10040
1706,1021610033,124 Fort George Avenue,New York,10040
1707,1021610033,124 Fort George Avenue,New York,10040
1708,1021370157,128 Fort Washington Avenue,New York,10032
1709,1021370157,128 Fort Washington Avenue,New York,10032
1710,1011430015,145 West 71st Street,New York,10023
1711,1011430015,145 West 71st Street,New York,10023
1712,1010060063,162 West 54th Street,New York,10019
1713,1010060063,162 West 54th Street,New York,10019
1714,2028380012,1675 Grand Concourse,Bronx,10452
1715,2028380012,1675 Grand Concourse,Bronx,10452
1716,1022460135,1781 Riverside Drive,New York,10034
1717,1022460135,1781 Riverside Drive,New York,10034
1718,1021800486,179 Bennett Avenue,New York,10040
1719,1021800486,179 Bennett Avenue,New York,10040
1720,1021800522,225 Bennett Avenue,New York,10040
1721,1021800522,225 Bennett Avenue,New York,10040
1722,1021420100,4081 Broadway,New York,10032
1723,1021420100,4081 Broadway,New York,10032
1724,1021770150,427 Fort Washington Avenue,New York,10033
1725,1021770150,427 Fort Washington Avenue,New York,10033
1726,1021790090,469 Fort Washington Avenue,New York,10033
1727,1021790090,469 Fort Washington Avenue,New York,10033
1728,1021750080,60 Sherman Avenue,New York,10040
1729,1021750080,60 Sherman Avenue,New York,10040
1730,2058640516,6555 Broadway,Bronx,10471
1731,2058640516,6555 Broadway,Bronx,10471
1732,1021770105,812 West 181st Street,New York,10033
1733,1021770105,812 West 181st Street,New York,10033
1734,1021790093,815 West 181st Street,New York,10033
1735,1021790093,815 West 181st Street,New York,10033
1736,2032490001,95 West 195th Street,Bronx,10468
1737,2032490001,95 West 195th Street,Bronx,10468
1738,1021360195,97 Fort Washington Avenue,New York,10032
1739,1021360195,97 Fort Washington Avenue,New York,10032
1740,1005460015,12-16 Washington Place,New York,10003
1741,1015630032,444 East 84th St,New York,10028
1742,1005470020,15 Washington Place,New York,10003
1743,2-04161-0001,1730 - 1740 Mulford Avenue,Bronx,10461
1744,3-07244-0105,2675 East 7 St,Brooklyn,11235
1745,1010450012,321 W 54th St,New York,10019
1746,1008430003,77 5th Ave,New York,10003
1747,3-08808-0059,3235 Emmons Avenue,Brooklyn,11235
1748,1-01421-0001,"201 E66th St, 200-204 E67th St.",New York,10065
1749,4-11461-0002,81-04 155th Avenue,Queens,11414
1750,4-13943-0001,80-11 Shore Parkway,Queens,11414
1751,4-11459-0001,155-31 155th Avenue,Queens,11414
1752,1014270030,230 E 73rd St,New York,10021
1753,1015760023,2 East End Ave,New York,10075
1754,1014970073,1045 Fifth Ave,New York,10028
1755,1-00643-0001,95 Horatio Street,New York,10014
1756,4-05004-7501,35-20 147th Street,Flushing,11354
1757,1-00877-0026,45 Gramercy Park North,New York,10010
1758,1005520060,29 Washington Square West,New York,10011
1759,1005520026,37-39 Washington Sq W / 131 W 4th St,New York,10011
1760,2032190232,153 FATHER ZEISER PLACE,BRONX,10468
1761,4050227502,143-51 Roosevelt Avenue,Flushing,11354
1762,1-01022-0061,840 8th Avenue,New York,10019
1763,1-01787-0070,2383 Second Avenue,New York,10035
1764,1-01787-0001,2253 Third Avenue,New York,10035
1765,1-01787-0060,221 East 122nd Street,New York,10035
1766,1-00892-0025,137 East 36 Street,New York,10016
1767,1-01787-0080,230 East 123rd Street,New York,10035
1768,4-05787-0001,199-47 22 Ave.,Queens,11357
1769,3011800001,201 Eastern Parkway,Brooklyn,11238
1770,3011800001,201 Eastern Parkway,Brooklyn,11238
1771,3011810018,263 Eastern Parkway,Brooklyn,11238
1772,3011810018,263 Eastern Parkway,Brooklyn,11238
1773,3011850021,284 Eastern Parkway,Brooklyn,11225
1774,3011850021,284 Eastern Parkway,Brooklyn,11225
1775,3013080052,289 Empire Boulevard,Brooklyn,11225
1776,3013080052,289 Empire Boulevard,Brooklyn,11225
1777,3048530093,275 Linden Boulevard,Brooklyn,11226
1778,3048530093,275 Linden Boulevard,Brooklyn,11226
1779,3048650001,751 Troy Avenue,Brooklyn,11203
1780,3048650001,751 Troy Avenue,Brooklyn,11203
1781,1018390029,435 Central Park West,NYC,10025
1782,4-05784-0001,199-21 202 St,New York,11357
1783,2032340006,2254 CEDAR AVE,BRONX,10468
1784,4-05781-0001,17-28 201st Street,New York,11360
1785,4083060004,245-66 62 Avenue,Queens,11362
1786,4-05778-0001,16-24 200th Street,New York,11357
1787,4083050010,245-07 62 Avenue,Queens,11362
1788,4083060004,245-28 62 Avenue,Queens,11362
1789,4083060004,61-24 245 Place,Queens,11362
1790,4083050010,245-75 62 Avenue,Queens,11362
1791,4-02101-0001,98 09 64th Road,Rego Park,11374
1792,4-02101-0016,98 25 64th Road,Rego Park,11374
1793,4-05750-0006,166-32 17th Road,Queens,11357
1794,1-01516-7502,115 East 87th Street,New York,10128
1795,4-04758-0010,160-12 17th Avenue,Queens,11357
1796,4082760002,242-41 61 Avenue,Queens,11362
1797,4082760002,242-52 Horace Harding Boulevard,Queens,11362
1798,4082760002,57-32 244 Street,Queens,11362
1799,4082760010,57-49 244 Street,Queens,11362
1800,4082760010,246-04 57 Drive,Queens,11362
1801,4082760020,56-09 244 Street,Queens,11362
1802,4-04744-0028,157-57 17th Avenue,Queens,11357
1803,4082760020,57-43 246 Crescent,Queens,11362
1804,4-05730-0001,16-20 166th Street,New York,11357
1805,4082760020,58-33 246 Crescent,Queens,11362
1806,4082760020,246-67 57 Drive,Queens,11362
1807,4082760030,246-25 57 Drive,Queens,11362
1808,4082760030,58-24 246 Crescent,Queens,11362
1809,4-04754-0001,160-31 16th Street,New York,11357
1810,2032340011,2269 Hampden Place,BRONX,10468
1811,3-05826-0001,350 65 St,Brooklyn,11220
1812,1015557501,300 East 93rd St,New York,10128
1813,3-05052-0027,123 Parkside Avenue,Brooklyn,11226
1814,1-00173-7502,65-77 Worth Street,New York,10013
1815,1012070001,689 Columbus Ave,New York,10025
1816,4-04743-0001,15-29 159th St,Queens,11357
1817,4-04742-0022,158-14 Cross Island Parkway,Queens,11357
1818,4-04746-0035,17-08 160 Street,New York,11357
1819,1013890056,14 East 75th Street,New York,10021
1820,1012250055,160 West 95th Street,New York,10026
1821,1-01045-0051,340 West 55th Street,New York,10019
1822,1-01444-0023,345 East 69th Street,New York,10021
1823,1-00850-7506,49 East 21st Street,New York,10010
1824,1-01240-0061,670 West End Avenue,New York,10025
1825,1-01240-0061,670 West End Avenue,New York,10025
1826,1-01559-0010,425 East 79th Street,New York,10021
1827,5-02986-0012,390-430 Maryland Avenue,Staten Island,10305
1828,1-01075-7502,517 West 46th Street,New York,10036
1829,1-01483-0028,530 East 72nd Street,New York,10021
1830,1-00803-7501,315 7th Avenue,New York,10018
1831,3-02350-7501,85-101 North 3rd Street,Brooklyn,11211
1832,3067000038,1615 Avenue I,Brooklyn,11230
1833,1-00747-0028,315 West 23rd Street,New York,10011
1834,1008830058,140 East 28th Street,New York,10016
1835,1-01393-0052,50 East 79th Street,New York,10075
1836,1-01386-0001,900 Fifth Avenue,New York,10021
1837,5000010216,10 Bay Street Landings,Staten Island,10301
1838,1-01375-7501,40 East 61st Street,New York,10065
1839,3011690001,10 Plaza Street,Brooklyn,11238
1840,1015380021; 1015380001,222-240 East 93rd Street,New York,10065
1841,4-01451-0032,90-11 35th Avenue,Jackson Heights,11372
1842,1001357504,270 Broadway (80 Chambers St.),New York,10007
1843,1012229029;1012220029,100 West 92nd Street,New York,10025
1844,1-00427-0002,10 Stanton St,New York,10002
1845,3-05059-0022,100 Woodruff Ave,Brooklyn,11226
1846,3-05026-0028,135 Ocean Ave,Brooklyn,11225
1847,3-05657-0048,1451 52nd Street,Brooklyn,11219
1848,1-01621-0014,1752 Madison Ave,New York,10029
1849,3-05058-0016,20 Woodruff Ave,Brooklyn,11226
1850,1-00345-0048,210 Stanton St,New York,10002
1851,2-04293-0023,2110 Barnes Ave,Bronx,10462
1852,3-05125-0006,2114 Albermarle Road,Brooklyn,11226
1853,3-05207-0004,2116 Ditmas Avenue,Brooklyn,11226
1854,2-03309-0010,220-222 E 204 St,Bronx,10458
1855,3-05026-0350,231 Ocean Ave,Brooklyn,11225
1856,3-08690-0083,3152 BRIGHTON 6 ST,Brooklyn,11235
1857,2-03354-0047,375 E 205 St,Bronx,10467
1858,3-05062-0014,395 Ocean Ave,Brooklyn,11226
1859,3-05062-0001,417 Ocean Ave,Brooklyn,11226
1860,3-08689-0097,501 BRIGHTWATER CT,Brooklyn,11235
1861,3-05099-0123,550 Ocean Avenue,Brooklyn,11226
1862,3-01422-0064,701 Empire Boulevard,Brooklyn,11213
1863,3-07369-0027,2190 Brigham St; 2170 Brigham St;,Brooklyn,11229
1864,3-07449-0025,3021 Avenue Z,Brooklyn,11235
1865,1-01993-0096,200 Claremont Avenue,New York,10027
1866,1-01235-0061,574 West End Avenue,New York,10024
1867,2039360001,1366 WHITE PLAINS RD,BRONX,10462
1868,4-08743-0102,268-19 82nd Avenue,Queens,11040
1869,4-08762-0001,82-68 Langdale Street,Queens,11040
1870,1-01272-7501,33 West 56th Street,New York,10019
1871,1-01453-0037,330 East 79th Street,New York,10075
1872,1-01185-0042,37 Riverside Drive,New York,10023
1873,3-02166-0001,"60 Division Avenue/50-54,64-70 Division Avenue",Brooklyn,11211
1874,1-01026-7502,230 West 55th Street,New York,10019
1875,1-01345-7501,310 East 53rd Street,New York,10022
1876,1-01425-7501,233 East 70th Street,New York,10021
1877,1-01119-0050,50 West 67th Street,New York,10023
1878,1-01383-0001,870 Fifth Avenue,New York,10065
1879,4-02117-0001,9958 66 AVE,Queens,11374
1880,1-00896-0048,200 East 15th Street,New York,10003
1881,1-02172-0004,4580 Broadway,New York,10040
1882,2-05798-0086,3640 Johnson Avenue,Bronx,10463
1883,2-02461-0074,955 Sheridan Avenue,Bronx,10456
1884,4-00034-7501,5-49 Borden Ave,Queens,11101
1885,1-00885-0001,425 Park Avenue South,New York,10016
1886,2-05737-0061,640 West 231st Street,Bronx,10463
1887,1012330016,2350 Broadway,New York,10024
1888,1015120123,135 East 83rd Street,New York,10028
1889,1015997501,1400 Fifth Avenue,New York,10026
1890,1008670057,244 Madison Avenue,New York,10016
1891,1-01889-0036,285 Riverside Drive,New York,10025
1892,1-01248-0027,305 West 86th Street,New York,10024
1893,1-00837-0040,372 Fifth Avenue,New York,10018
1894,1-01569-7501,402 East 90th Street,New York,10128
1895,1-01381-7503,44 East 67th Street,New York,10065
1896,1-01368-0033,440 East 57th Street,New York,10022
1897,1-01498-7501,55 East 86th Street,New York,10028
1898,1-00894-0001,67 Park Avenue,New York,10016
1899,1-01195-0010,35 West 81st Street,New York,10028
1900,1018740061,878 West End Avenue,New York,10025
1901,1014100014,123 East 75th Street,New York,10021
1902,1006070038,100 West 12th Street,New York,10011
1903,1008707501,1 Irving Place,New York,10003
1904,1-01589-0023,33 East End Avenue,New York,10028
1905,1-01114-7502,62 West 62nd Street,New York,10023
1906,1-00577-7502,65 West 13th Street,New York,10128
1907,1013207502,216 East 47th Street,New York,10017
1908,1013207502,216 East 47th Street,New York,10017
1909,1-01833-7501,382 Central Park West,New York,10025
1910,1014130040,180 East 79th Street,New York,10075
1911,4-02093-0245,6145 98 St,Queens,11374
1912,1-02180-0150,121-131 Bennett Avenue,New York,10033
1913,2024790015,1180 GERARD AVE,BRONX,10452
1914,2032870056,2732 BAINBRIDGE AVE,BRONX,10458
1915,1007610022,313 West 37th Street,New York,10018
1916,2032850065,2953 DECATUR AVE,BRONX,10458
1917,2033560180,3530 DECATUR AVE,BRONX,10467
1918,2046530015,3824 BRONX BLVD,BRONX,10467
1919,2048310064,4054 CARPENTER AVE,BRONX,10466
1920,2033040098,2780 GRAND CONCOURSE,BRONX,10458
1921,2048210045,4030 BRONX BLVD,BRONX,10467
1922,2033240063,3475 KNOX PLACE,BRONX,10467
1923,2044340001,735 MACE AVE,BRONX,10467
1924,1-01363-0043,400 E. 52 St,New York,10022
1925,1-01363-0040,414 E. 52 St,New York,10022
1926,1-01363-0037,424 E. 52 St,New York,10022
1927,1-01363-0012,433 E. 51 St,New York,10022
1928,1-01363-0031,434 E. 52 St,New York,10022
1929,4-04285-0010,141-16 25th Road,Queens,11354
1930,4-06527-0052,66-10 149th St,Queens,11367
1931,1-00796-7502,121 West 20th St.,New York City,10011
1932,1-01891-0001,320 Riverside Drive,New York City,10025
1933,1-00753-0051,320 West 30th St.,New York City,10001
1934,1-01167-0001,320 West End Ave.,New York City,10023
1935,1-01185-0019,325 West End Ave.,New York City,10023
1936,1-01138-0053,"130 West 67th St., 128 West 67th St.",New York City,10023
1937,1-01513-0020,145 East 84th St.,New York City,10028
1938,1-01210-0015,145 West 79th St.,New York City,10024
1939,1-00222-7501,181 Hudson St.,New York City,10013
1940,1-00830-0046,2 West 29th St.,New York City,10001
1941,1-01529-0001,"201 East 83rd St. , 1471 3rd ave",New York City,10028
1942,1-00548-0045,"23 Waverly Place, 15 Waverly Place",New York City,10003
1943,1-00190-7504,27 North Moore St.,New York City,10013
1944,1-00850-7503,280 Park Ave. South,New York City,10010
1945,1-01045-0029,300 West 55th St.,New York City,10019
1946,1-01550-0001,"301 East 87th St., 1682 2nd Ave",New York City,10128
1947,1-01832-0036,370 Central Park West,New York City,10025
1948,1-00560-7502,40 East 9th St.,New York City,10003
1949,1-00884-0001,407 Park Avenue South,New York City,10016
1950,1-01895-0076,417 Riverside Drive,New York City,10025
1951,1-01896-0001,420 Riverside Drive,New York City,10025
1952,1-01990-0040,468 Riverside Drive,New York City,10027
1953,1-00561-0037,"55 East 9th St., 47 East 9th St",New York City,10003
1954,1-01888-0025,789 West End Ave.,New York City,10025
1955,1-00833-7502,9 West 31st St.,New York City,10001
1956,1-01446-0023,360 East 72nd Street,New York,10021
1957,2059010001,3333 Henry Hudson Parkway,Riverdale,10463
1958,1-00427-7504,229 Chrystie Street,New York,10002
1959,4-03257-0009,108-25 72nd Avenue,Flushing,11375
1960,4-03342-7501,111-56 76 Drive,Flushing,11375
1961,4-02246-0011,112-08 70 Rd,Flushing,11375
1962,4-02248-0074,112-15 72nd Road,Flushing,11375
1963,3-07556-0053,118 Kenilworth Pl.,Brooklyn,11210
1964,4-05123-0004,134-14 Franklin Avenue,Flushing,11355
1965,3-06747-0052,1801 Avenue N,Brooklyn,11230
1966,4-00188-0021,41-00 43 Ave,Long Island City,11104
1967,4-03087-0025,65-74 Saunders St.,Flushing,11374
1968,4-02212-0001,69-11 Yellowstone Boulevard,Flushing,11375
1969,4-03078-0103,93-40 Queens Boulevard,Flushing,11374
1970,4-03159-7501,98-76 Queens Boulevard,Flushing,11374
1971,1-01726-0069,370 Lenox Avenue,New York,10027
1972,3-05471-0008,1502 52 Street,Brooklyn,11219
1973,1-02009-0029,585 Lenox Avenue,New York,10037
1974,1011050029,601 West 57th Street,New York,10019
1975,4022230038,10837 71 AVE,Forest Hills,11375
1976,4022230020,10848 70 RD,Forest Hills,11375
1977,4098350003,17520 WEXFORD TERR,Jamaica,11432
1978,4098340056,17521 88 AVE,Jamaica,11432
1979,4099540066,18501 HILLSIDE AVE,Jamaica,11432
1980,4015040001,4005 HAMPTON ST,Elmhurst,11373
1981,4014900018,7911 41 AVE,Elmhurst,11373
1982,4014910021,8015 41 AVE,Elmhurst,11373
1983,4099370042,8724 MIDLAND PKWY,Jamaica,11432
1984,4098330035,8810 178 ST,Jamaica,11432
1985,1011260038,10 West 74th Street,New York,10023
1986,1-00807-7501,125 West 31st Street,New York,10001
1987,1-01070-0029,561 10th Avenue,New York,10036
1988,1-01557-0025,345 East 94th Street,New York,10128
1989,3-00056-0003,99 GOLD ST,BROOKLYN,11201
1990,2-02483-0023,815 Gerard Ave,Bronx,10451
1991,2-02483-0015,825 Gerard Ave,Bronx,10451
1992,2-02474-0028,835 Walton Ave,Bronx,10451
1993,3-06508-0006,870 Ocean Parkway,Brooklyn,11230
1994,2-02707-0026,725 Fox Street,Bronx,10455
1995,2-02707-0022,737 Fox Street,Bronx,10455
1996,1013820001,857 Fifth Avenue,New York,10065
1997,4-01759-0023,3750 97 ST,QUEENS,11368
1998,1005750077,55 West 11th St,New York,10011
1999,2033430300,3411 Wayne Ave,Bronx,10467
2000,2033430300,3411 Wayne Ave,Bronx,10467
2001,2033430245,3450 Wayne Ave,Bronx,10467
2002,2033430245,3450 Wayne Ave,Bronx,10467
2003,2057690105,3636 Waldo Ave,Bronx,10463
2004,2057690105,3636 Waldo Ave,Bronx,10463
2005,2-05953-0038,5700 Arlington Avenue,Bronx,10471
2006,4063010016,214-32 43rd Ave,Bayside,11362
2007,1-01344-0030,350 East 52nd St,New York,10022
2008,2-05953-0230,5800 Arlington Avenue,Bronx,10471
2009,2-05953-0240,5900 Arlington Avenue,Bronx,10471
2010,2-05723-7501,2287 Johnson Ave,Bronx,10463
2011,1-02109-0046,1001 St. Nicholas Ave,New York,10032
2012,2-02479-0042,1155 Walton Ave,Bronx,10452
2013,3-06818-0017,1820 East 13th Street,Brooklyn,11229
2014,4-05294-0013,36-19 167th Street,Flushing,11358
2015,3-05904-0001,1 74th Street,Brooklyn,11209
2016,4-01263-0044,34-35 76th Street,Jackson Heights,11372
2017,4-01268-0051,34-31 81st Street,Jackson Heights,11372
2018,3-06712-0066,1412 Ocean Avenue,Brooklyn,11230
2019,3-08717-0002,3033 Brighton 14th Street,Brooklyn,11235
2020,4-01264-0047,3421 77 ST,Jackson Heights,11372
2021,3-05113-0001,60 Turner Place,Brooklyn,11218
2022,4-01461-0035,87-15 37th Ave,Jackson Heights,11372
2023,4-00190-0020,43-07 39th Place,Sunnyside,11104
2024,4-02153-0025,66-20 108th Street,Forest Hills,11375
2025,4-09845-0086,172-90 Highland Ave,Jamaica,11432
2026,3-08771-0129,1725 Emmons Avenue,Brooklyn,11235
2027,2-05798-0077,545 West 236th Street,Riverdale,10463
2028,3-06614-0064,1665 East 7th Street,Brooklyn,11230
2029,3-06795-0047,1225 Avenue R,Brooklyn,11229
2030,4-06712-0001,79-25 150th Street,Flushing,11368
2031,4-01131-0001,53-01 32nd Ave,Woodside,11377
2032,1-01534-7501,200 East 89th Street,New York,10128
2033,3-05329-0001,125 Ocean Parkway,Brooklyn,11218
2034,3-07638-0036,1685 Ocean Avenue,Brooklyn,11230
2035,2-02496-0040,1164 Cromwell Ave,Bronx,10452
2036,4-03173-0055,103-11 68th Drive,Forest Hills,11375
2037,3-05328-0015,120 Ocean Parkway,Brooklyn,11218
2038,4-05294-0006,36-35 167th Street,Flushing,11358
2039,4-02248-0125,112-41 72nd Road,Forest Hills,11375
2040,1-02141-0029,615 West 172nd Street,New York,10032
2041,4-03321-0018,83-10 118th Street,Kew Gardens,11415
2042,4-09845-0012,175-05 Wexford Terrace,Jamaica,11432
2043,1-02179-0095,105 Pinhurst Ave,New York,10033
