,"NYC Borough, Block and Lot (BBL)",Address 1,City,Postcode
16552,3046410028,879 Lenox Road,Brooklyn,11203
16553,3014810059,831 Madison Street,Brooklyn,11221
16554,3013680063,1539 Park Place,Brooklyn,11213
16555,3-05472-0045,1683 53rd St,Brooklyn,11204
16556,1-01444-0036,326 E 70 Street,New York,10021
16557,1-01821-0055,130-132 west 112th st,New York City,10026
16558,3048600031,483 LINDEN BOULEVARD,Brooklyn,11203
16559,3067390047,1704 Ocean Avenue,Brooklyn,11230
16560,3014030048,318 Rochester Avenue,Brooklyn,11213
16561,2031950104,27 West 181st Street,Bronx,10453
16562,3062730039,7920 19th Avenue,Brooklyn,11214
16563,3056907503,1267 57th Street,Brooklyn,11219
16564,3065797502,143 Avenue O,Brooklyn,11204
16565,3-01053-0070,287 Prospect Ave,Brooklyn,11215
16566,1-01832-7502,65 W 96th Street,New York,10025
16567,3072797501,501 Surf ave,Brooklyn,11224
16568,3-05184-0006,520 East 21st Street,Brooklyn,11226
16569,4-03378-7501,1980 Starr St,Queens,11385
16570,4-12603-0063;4-12603-7501,118-35 Farmers Blvd,Jamaica,11412
16571,1019490047,540 Manhattan Avenue,Manhattan,10027
16572,4050490027,41-40 Parsons Blvd,Queens,11355
16573,4051800049,42-28 Union st,Queens,11355
16574,4050130059,143-23 38th ave,Queens,11354
16575,4050130001,143-01 38th ave,Queens,11354
16576,3-03043-7508,152 Manhattan Ave,Brooklyn,11206
16577,3-02134-0150,1 Division Ave,Brooklyn,11249
16578,1-00729-7502,431 W 31st street,New York,10001
16579,3-03221-0031,70 Wyckoff Ave,Brooklyn,11237
16580,1004117504,153 Essex Street,New York,10002
16581,4006760045,40-2 Broadway,Astoria,11103
16582,1-00572-0049,11 west 8 street,New York,10011
16583,2033177501,2700 Jerome Ave,New York,10468
16584,3024727502,5 BLUE SLIP,Brooklyn,11222
16585,4161377502,9116 SHORE FRONT PKWY,Far Rockaway,11693
16586,5012390001,15 Davidson ct,Staten Island,10303
16587,3012890001,211 Crown Street,Brooklyn,11225
16588,1008850008,105 East 29th Street,New York,10016
16589,1008850008,105 East 29th Street,New York,10016
16590,1004690049,229 E 13,New York,10003
16591,1005580044,115 E 12 Street,New York,10003
16592,3029230025,897-901 Grand Street,Brooklyn,11211
16593,3002857502,325 Henry Street,Brooklyn,11201
16594,1-00819-0031,11 West 17th Street,New York,10011
16595,1-00065-0020,12 John Street,New York,10038
16596,3-01289-0001,267 Rogers Avenue,Brooklyn,11225
16597,2-02810-0045,231 ECHO PLACE,BRONX,10457
16598,2-03157-0039,212 EAST 182ND ST,BRONX,10457
16599,2-03267-0011,163 W 231st St,Bronx,10463
16600,5002380046,325 Jewett Avenue,Staten Island,10302
16601,3-05750-7501,6511 Fort Hamilton Parkway,Brooklyn,11219
16602,3-01178-7502,823 Classon Avenue,Brooklyn,11238
16603,3053950008,638 East 2 Street,Brooklyn,11218
16604,4051357502,42-35 Main Street,Flushing,11355
16605,3013680040,1534 PROSPECT PLACE,Brooklyn,11213
16606,3-05206-0050,991 Ocean Ave,Brooklyn,11226
16607,1020020067,596 Riverside Drive,New York,10031
16608,2026820001,1200 Union Avenue,Bronx,10459
16609,2027560050,1025 Aldus Street,Bronx,10459
16610,2028660091,57-67 West 175th Street,Bronx,10453
16611,2027560001,1010 Bryant Avenue,Bronx,10459
16612,2028400084,133 East Clarke Place,Bronx,10452
16613,2027470024,990 Aldus Street,Bronx,10459
16614,1020740033,135 Hamilton Place,New York,10031
16615,2028010031,1882 Grand Concourse,Bronx,10457
16616,2028660034,1674 Macombs Road,Bronx,10453
16617,3024250029,403 Hewes Street,Brooklyn,11211
16618,2026730051,1215 Union Avenue,Bronx,10459
16619,3021860001,70 Ross Street,Brooklyn,11249
16620,2028660030,1664 Macombs Road,Bronx,10453
16621,2027560006,1016 Bryant Avenue,Bronx,10459
16622,2028400077,1325 Grand Concourse,Bronx,10452
16623,2027470028,996 Aldus street,Bronx,10459
16624,1020750036,500 West 144th Street,New York,10031
16625,3024250026,409 Hewes Street,Brooklyn,11211
16626,2028410089,115 Marcy Place,Bronx,10452
16627,2027550029,1032 Aldus Street,Bronx,10459
16628,2028340001,1455-1499 Grand Concourse,Bronx,10452
16629,3024120027,367 South 2nd Street,Brooklyn,11211
16630,2026630062,747 East 168th Street,Bronx,10456
16631,1-00500-7506,107 Greene Street,New York,10012
16632,3055600073,1729 67 Street,Brooklyn,11204
16633,3018857507,481 Park Ave,Brooklyn,11205
16634,1012710025,19 WEST 55 STREET,NEW YORK,10019
16635,1018420053,60-62 West 107th Street,New York,10025
16636,1018420053,60-62 West 107th Street,New York,10025
16637,1018420055,64 West 107th Street,New York,10025
16638,1018420055,64 West 107th Street,New York,10025
16639,1018420057,66 West  107th Street,New York,10025
16640,1018420057,66 West  107th Street,New York,10025
16641,1-00459-0032,57-59 Second Ave,New York,10003
16642,3-03330-0014,36-40 Linden Street,Brooklyn,11221
16643,4-00905-7501,25-40 Shore Blvd,Queens,11102
16644,1008230009,53-55 West 21St Street,New York,10010
16645,2-02762-0086,836 Faile Street,Bronx,10474
16646,3-06579-7503,1379 West 6 St,Brooklyn,11204
16647,1-02006-0045,120 West 138th Street,New York,10030
16648,1010360036,300 west 46 Street,New York,10036
16649,3056380033,964 49th street,Brooklyn,11219
16650,1001780016,217-219 West Broadway,New York,10013
16651,1010810060,552-554 West 53rd Street,New York,10019
16652,4-05050-0056,144-69 Barclay Ave,Flushing,11355
16653,1021680036,315 Wadsworth Avenue,New York,10040
16654,3-02134-0001,470 Kent Ave,Brooklyn,11211
16655,1005767504,40 West 13th Street,New York,10011
16656,2059070348,3725 Blackstone Avenue,Bronx,10463
16657,1005867501,1 Leroy Street,New York,10014
16658,1006107503,134 West 10th Street,New York,10014
16659,1004807503,199 Mott Street,New York,10012
16660,1019307501,267 West 124th Street,New York,10027
16661,3056380019,926 49th Street,Brooklyn,11219
16662,3054880015,1522 55th Street,Brooklyn,11219
16663,3054880015,1522 55th Street,Brooklyn,11219
16664,1016150014,23 East 109th Street,New York,10029
16665,1010810029,501 WEST 52 STREET,New York,10019
16666,2028740027,1450 Plimpton ave,Bronx,10452
16667,1010800105,564 WEST 52 STREET,New York,10018
16668,2025180036,120 West 169th st,Bronx,10452
16669,2026907503,899 Westchester ave,Bronx,10459
16670,1010707501; 1010700034,500 WEST 42 STREET,New York,10036
16671,1010810050,548 WEST 53 STREET,New York,10019
16672,3-03908-0010,2 Elton St,Brooklyn,11208
16673,3051280003,     2514 Albemarle Rd,Brooklyn,11226
16674,3087160038,3026 Brighton 14th Street,Brooklyn,11235
16675,3019600070,464 Clinton Avenue,Brooklyn,11238
16676,3039330016,74 Arlington Ave,Brooklyn,11207
16677,3073240042,2540 Ocean Avenue,Brooklyn,11229
16678,4157610014,536 Beach 22nd Street,Queens,11691
16679,3013210067,335 Lefferts Avenue,Brooklyn,11225
16680,3046220024,114 East 53 Street,Brooklyn,11203
16681,3051670011,2317 Cortelyou Road,Brooklyn,11226
16682,1-01239-0058,292 West 92nd Street,New York,10025
16683,1-01210-0058,162 West 80th Street,New York,10024
16684,1-01167-0104,255 West 75th Street,New York,10023
16685,1-01140-0133,106 West 69th Street,New York,10023
16686,1-01064-0002,814 Tenth Ave,New York,10019
16687,3061337502,9917 Shore Road,Brooklyn,11209
16688,4161680017,142 Beach 96th st,Queens,11693
16689,4014587501,84-01 37 Avenue,Queens,11372
16690,3-02790-7504,774 Grand St,Brooklyn,11211
16691,4031047501,65-38 Austin Street,Queens,11374
16692,4050120033,141-26 Northern Boulevard,Queens,11354
16693,1011230001,65 West 70th Street,New York,10023
16694,1-01373-7508,1 East Loop Rd,New York,10044
16695,1-00819-7504,15 West 17th Street,New York,10011
16696,3-01982-0069,88-90 Downing Street,Brooklyn,11238
16697,3-01982-0007,425 Grand Ave.,Brooklyn,11238
16698,3-01982-0001,435 Grand Ave.,Brooklyn,11238
16699,2032980005,265 Bedford Park Blvd,Bronx,10458
16700,4006540062,25-02 Steinway Street,Astoria,11103
16701,4006540067,25-12 Steinway Street,Astoria,11103
16702,4006540072,2522 Steinway Street,Astorai,11103
16703,2032920023,2974 Perry ave,Bronx,10458
16704,1010070061,853 7th Avenue,New York,10019
16705,5-02102-0045,111 Freedom Avenue,Staten Island,10314
16706,1-01644-0008,115 East 116th Street,New York,10029
16707,5-02102-0028,125 Freedom Avenue,Staten Island,10314
16708,1010110013,145 West 58th Street,New York,10019
16709,3-01957-7501,421 Adelphi Street,Brooklyn,11238
16710,1015110021,147 EAST 82 STREET,NEW YORK,10028
16711,1004430020,67 EAST 2 STREET,NEW YORK,10003
16712,3054080031,780 EAST 2 STREET,BROOKLYN,11218
16713,5-00138-0100,102 Bard Avenue,Staten Island,10310
16714,5-00138-0258,91 Davis Avenue,Staten Island,10310
16715,1-01490-0044,504 East 79th Street,New York,10075
16716,1-01490-0040,510 East 79th Street,New York,10075
16717,1-01490-0030,532 East 79th Street,New York,10075
16718,1-01490-0032,524 East 79th Street,New York,10075
16719,1-01490-0036,516 East 79th Street,New York,10075
16720,1-01490-0010,511 East 78th Street,New York,10075
16721,1-01490-0015,519 East 78th Street,New York,10075
16722,1-01490-0009,503 East 78th Street,New York,10075
16723,1-01490-0019,527 East 78th Street,New York,10075
16724,1-01490-0023,535 East 78th Street,New York,10075
16725,2026910122,1022 Reverend James Polite Avenue,Bronx,10459
16726,4009000034,12-10 Astoria Park South,Queens,11102
16727,1011620141,220 West 71 Street,New York,11023
16728,4001510032,47-24 Greenpoint Avenue,Queens,11377
16729,2030667501,2415 Arthur Avenue,Bronx,10458
16730,1-01938-0046,212 West 133rd Street,New York,10030
16731,1010720033,601 10 AVENUE,New York,10036
16732,2033200031,15 East 199 Street,Bronx,10468
16733,4-15817-7501,120 Beach 26th Street,Queens,11691
16734,4050150008,37-05 PARSONS BOULEVARD,QUEENS,11354
16735,1011670061,336 WEST END AVENUE,New York,10023
16736,1014977502,60 EAST 86 STREET,NEW YORK,10028
16737,1015330022,1681 2 AVENUE,NEW YORK,10128
16738,1014737502,460 EAST 79 STREET,NEW YORK,10075
16739,1014990065,4 EAST 88 STREET,NEW YORK,10128
16740,1007700051,218 West 21st Street,New York,11101
16741,1007380048,312 West 15 Street,New York,10011
16742,2033040126,206 East 198th Street,Bronx,10458
16743,3054160007,4219 18th Avenue,Brooklyn,11230
16744,3011790023,326 Lincoln Place,Brooklyn,11238
16745,2048250080,680 East 224th Street,Bronx,10466
16746,3054007502,640 Ditmas Avenue,Brooklyn,11218
16747,3011790071,95 Eastern Parkway,Brooklyn,11238
16748,1-01472-0034,440 E 78th Street,new york,10282
16749,4067987503,7177 159TH STREET,FLUSHING,11365
16750,4005527501,31-10 23rd Street,Queens,11106
16751,1001740023,81 Franklin Street,New York,10013
16752,3014267501,645 Lefferts Avenue,Brooklyn,11203
16753,4-05039-7510,132-18 41st Avenue,Queens,11355
16754,4-04960-7502,136-16 35th Avenue,Queens,11354
16755,4-05004-7502,146-14 35th Avenue,Queens,11354
16756,1021610110,568 West 192nd Street,Manhattan,10040
16757,3-03039-0033,333 Scholes Street,Brooklyn,11206
16758,2-02843-0093,1415-1417 Wythe Place,Bronx,10452
16759,4003020006,52-34 Van Dam Street,Queens,11101
16760,3-02430-7501,356 Bedford Avenue,Brooklyn,11249
16761,5-00020-0008,100 Belmont Place,Staten Island,10301
16762,5-00138-0258; 5-00138-0100,91 Davis Avenue,Staten Island,10310
16763,1-01041-0011,335 W 50 ST,New York,10019
16764,4053747504,4232 147th Street,Flushing,11355
16765,1008990032,242 E 19th Street,New York,10003
16766,1005297508,25 BOND STREET,New York,10012
16767,4022397501,11120 73rd Ave,Queens,11375
16768,4050490001,143-07 SANFORD AVENUE,Queens,11355
16769,1014090021,145 East 74th Street,New York,10021
16770,1001907506,124 Hudson St,New York,10013
16771,3072140001,2569 W 2nd St,Brooklyn,11223
16772,1005217505,36 Bleecker St,New York,10012
16773,1014710038,418 East 77th Street,New York,10075
16774,3021830058,189 Ross Street,Brooklyn,11211
16775,3024210018,286 South 2 Street,Brooklyn,11211
16776,3024360010,308 South 3rd Street,Brooklyn,11211
16777,3024250032,393 Hewes Street,Brooklyn,11211
16778,3053630006,4109 15th Ave,Brooklyn,11219
16779,3024690001,35 Broadway,Brooklyn,11249
16780,3021310008,110 Broadway,Brooklyn,11249
16781,3024511002,370 South 4 Street,Brooklyn,11211
16782,4021160059,99-39 66th Avenue,Queens,11374
16783,1-01497-7501,1049 Fifth Avenue,New York,10028
16784,1-00642-7502,99 Jane Street,New York,10014
16785,2046760110,855 East 217th Street,Bronx,10467
16786,2-02829-0006,1982 Walton Ave,Bronx,10453
16787,1-01887-0048,305 West 97th Street,New York,10025
16788,1-01276-0023,299 Madison Ave,New York,10017
16789,4-01918-0052; 4-01918-0055,96-10 57th Avenue,Queens,11368
16790,4-01918-0105; 4-01918-0107,97-11 Horace Harding Expressway,Quens,11374
16791,3019000067,667 Myrtle Ave,Brooklyn,11205
16792,4051027503,13206 MAPLE AVENUE,QUEENS,11355
16793,1012520060;1012520063,306-308 West 94th Street,NEW YORK,10025
16794,2032490202,2800 Sedgwick Avenue,Bronx,10468
16795,1005630048,55 East 11th Street,New York,10003
16796,4015560006,8742 Elmhurst Ave,Queens,11373
16797,4015560001,8740 Elmhurst Ave,Queens,11373
16798,1020957502,710 Riverside Drive,New York,10031
16799,3-01259-0029,387 Eastern Parkway,Brooklyn,11216
16800,3-04884-0054,1487 Nostrand Avenue,Brooklyn,11226
16801,3-05225-0060,554 East 26 Street,Brooklyn,11210
16802,3-04968-0050,626 East 35 Street,Brooklyn,11203
16803,3-05162-0034,854 Ocean Avenue,Brooklyn,11226
16804,1017857502,2205 3 AVENUE,NEW YORK,10035
16805,3-04452-0085;3-04435-0001;3-04452-0001;3-04452-0020;3-04452-0200;3-04452-0015;3-04452-0025;3-04435-0050;3-04452-0105;3-04452-0010;3-04452-0135;3-04452-0125;3-04452-0040;3-04452-0325;3-04452-0060,165 Elmira Loop,Brooklyn,11239
16806,1010460001,357 West 55th Street,New York,10019
16807,1004867502,470 BROOME STREET,NEW YORK,10013
16808,1011820049,342 West 71st Street,Manhatten,10023
16809,1-02175-0032,96 Arden Street,New York,10040
16810,1-02175-0027,100 Arden Street,New York,10040
16811,2025320043,1307 Merriam Avenue,Bronx,10452
16812,4005760005,25-31 30th Road,Queens,11102
16813,1-00190-7508,1 North Moore Street,New York,10013
16814,2-02961-0015,757 East 169th Street,Bronx,10456
16815,1-00136-7503,60 Warren Street,New York,10007
16816,2057790820,3840 Greystone Avenue,Bronx,10463
16817,1-00450-0033,81-83 St. Marks/ 137 1st Ave,New York,10003
16818,1014080040,174 East 74th Street,New York,10021
16819,1006090047,105 West 13th Street,New York,10011
16820,4087180002,84-01 Main Street,Queens,11435
16821,4004390039,4402 23rd Street,Queens,11101
16822,3-01954-7503,1060 Bedford Ave,Brooklyn,11238
16823,3-05099-0021,25 Tennis Ct,Brooklyn,11226
16824,3-05099-0139,35 Tennis Ct,Brooklyn,11226
16825,3050800068,510 Ocean Avenue,Brooklyn,11226
16826,3050800068,510 Ocean Avenue,Brooklyn,11226
16827,3050990116,540 Ocean Avenue,Brooklyn,11226
16828,3050990116,540 Ocean Avenue,Brooklyn,11226
16829,3032830040,1073 GREENE AVENUE,BROOKLYN,11221
16830,1-02155-0039,520 West 183 Street,Manhattan,10033
16831,1-02132-0010,219 Audubon Avenue,Manhattan,10033
16832,1-02132-0018,227 Audubon Avenue,Manhattan,10033
16833,1-02171-0028,69 Nagle Avenue,Manhattan,10040
16834,3023690040,55 Hope Street,Brooklyn,11211
16835,1008900001,7 Park Avenue,New York,10016
16836,4008397503,27-18 Hoyt Ave South,Astoria,11102
16837,4008390007,28-21 Astoria Blvd,Astoria,11102
16838,3008730069,255 18 ST,Brooklyn,11215
16839,3-01172-0003,25 Eastern Parkway,Brooklyn,11238
16840,2030610042,2018 Monterey Avenue,Bronx,10457
16841,2030610042,2018 Monterey Avenue,Bronx,10457
16842,1012397501,640 West End Avenue,New York,10024
16843,1-00426-0031,191 Chrystie Street,New York,10002
16844,1-00187-7503,111 Hudson Street,New York,10013
16845,2-02707-0078,763 Fox Street,Bronx,10455
16846,2-03191-0054,9 East 193rd Street,Bronx,10468
16847,2-03239-0077,2709 Heath Avenue,Bronx,10463
16848,3-03138-0036,464 Bushwick Ave,Brooklyn,11206
16849,1002240024,451 Washington St,New York,10013
16850,1-02075-0043,520 West 144th Street,New York,10031
16851,2033080065,3029 Briggs Avenue,Bronx,10458
16852,3065960082,1525 WEST 11 STREET,Brooklyn,11204
16853,3036120026,869 THOMAS S BOYLAND ST,Brooklyn,11212
16854,1020880087,605 West 141st Street,New York,10031
16855,4049947505,139-39 35th Avenue,Queens,11354
16856,4009140005,2627 2nd Street,Queens,11102
16857,3-08723-0279,286 Corbin Place,Brooklyn,11235
16858,3-06576-0043,69 Avenue O,Brooklyn,11204
16859,3-06557-7502,6214 24 Ave,Brooklyn,11204
16860,3049060065,285 East 35th Street,Brooklyn,11203
16861,2033030034,2965 Briggs Avenue,Bronx,10458
16862,1012070015,37 West 93rd Street,New York,10025
16863,4-00909-0001,4-21 27th Avenue,Queens,11102
16864,4098307501,87-26 175th st,Queens,11432
16865,3023447503,155 North 4 Street,Brooklyn,11211
16866,1002177504,401 Washington Street,New York,10013
16867,5046337501,3871 Amboy Road,Staten Island,10308
16868,3011560015,480 (488) ST. Marks Ave,Brooklyn,11238
16869,2-03307-0061,215 East 201st Street,Bronx,10458
16870,3-01554-0016,1495 Herkimer Street,Brooklyn,11233
16871,3-03684-0001,315 Liberty Ave,Brooklyn,11207
16872,2-03004-7501,1880 Boston Road,Bronx,10460
16873,3070227501,2882 West 15th Street,Brooklyn,11124
16874,3-01179-7501,856 Washington Avenue,Brooklyn,11238
16875,4028517501,87-10 grand ave,Queens,11373
16876,2-03805-7502,2035 Newbold Avenue,Bronx,10462
16877,2-03805-7502,2044 Westchester Avenue,Bronx,10462
16878,2-03805-7502,2035 Newbold Avenue,Bronx,10462
16879,3068760042,8689 24th Avenue,Brooklyn,11214
16880,3017780031,11 Spencer Court,Brooklyn,11205
16881,2028190051,1515 SELWYN AVENUE,BRONX,10457
16882,2025280046,1201 DR M L KING JR BOULEVARD,BRONX,10452
16883,1019620011,415 West 118th,New York,10027
16884,3-02290-0005,150 N 12TH ST,BROOKLYN,11249
16885,1-02243-0395,65 Park Terrace West,New York,10034
16886,4-00543-0002,27-35 21st Street,Queens,11102
16887,1-01994-0069,191 Claremont Avenue,New York,10027
16888,4049950050,34-12 146th Street,Flushing,11354
16889,1014260035,220 East 72nd Street,New York,10021
16890,4049817504,141-52 33 ave,Flushing,11354
16891,1-01345-0005,301 East 52nd Street,New York,10022
16892,2-03016-7501,1903 W Farms Road,Bronx,10460
16893,3025627501,50 GREENPOINT AVENUE,BROOKLYN,11222
16894,3-00960-0043,729 Carroll Street,Brooklyn,11215
16895,3056640054,1441 53rd Street,Brooklyn,11219
16896,3011560001; 3011560090; 3011560080; 3011560070; 3011560015; 3011560025; 3011560020,31-10 37th Avenue,Long Island City,11101
16897,1000970018,213 Front St,New York,10038
16898,1010090046,130 West 57th Street,New York,10019
16899,3018867503,808 Bedford Ave.,Brooklyn,11230
16900,3056370032,864 49th Street,Brooklyn,11219
16901,2049980066,710 East 235th Street,Bronx,10466
16902,3017547505,812 myrtle Ave.,Brooklyn,11206
16903,3013060042,90 Sullivan Place,Brooklyn,11225
16904,2057030168,3000 Kinsbridge Avenue,Bronx,10463
16905,4050207503,142-28 38th Avenue,Flushing,11354
16906,1-01273-0009,43 West 57th Street,New York,10019
16907,4-00410-0035;3-03001-0016,40-24 22nd Street,Long Island City,11101
16908,4-00410-0030,40-20 22nd Street,Long Island City,11101
16909,3055450001,1601 65th Street,Brooklyn,11204
16910,3026977504,544 Manhattan Avenue,Brooklyn,11222
16911,2-02460-0010,180 E 162nd St,Bronx,10451
16912,3-02365-0019,268 Bedford Avenue,Brooklyn,11211
16913,3-00749-0005,4501 6th Avenue,Brooklyn,11220
16914,3-05590-0060,951 42nd Street,Brooklyn,11219
16915,1020630050,450 WEST 149 STREET,NEW YORK,10031
16916,1021390268,134 HAVEN AVENUE,NEW YORK,10032
16917,1018780037,210 W 107 Street,Manhattan,10025
16918,1018780042,220 W 107 Street,Manhattan,10025
16919,3062300045,7516 Bay Parkway,Brooklyn,11214
16920,2032990014,306 East Mosholu Parkway South,Bronx,10458
16921,1015290045,200 East 84th Street,New York,10028
16922,4005770043,25-50 30th Road,Queens,11102
16923,1008067501,143 West 30th Street,New York,10001
16924,1008190020,31 West 17 Street,New York,10011
16925,1-01779-0007,109-123 E 130th St,New York,10037
16926,1008300074,50 West 29th Street,New York,10001
16927,1005390028,217 Thompson st,New York,10012
16928,1013207501,240 East 47th Street,New York,10017
16929,3-02186-7502,106 Ross Street,Brooklyn,11249
16930,3067380052,1305 East 18th Street,Brooklyn,11230
16931,3-02383-7503,14 Hope St,Brooklyn,11211
16932,3-02358-7501,100 North 3 St,Brooklyn,11249
16933,3-01049-7501,315-317 16th St,Brooklyn,11215
16934,4051057503,133-20 Avery Avenue,Flushing,11355
16935,3067667501,2072 Ocean Ave,Brooklyn,11230
16936,3087090014,149 Brighton 11th Street,Brooklyn,11235
16937,3-07072-0001,3003 West 21st Street,Brooklyn,11224
16938,3023100004,84-11 North 9 Street,Brooklyn,11249
16939,3023220001,83 Roebling Street,"Brooklyn,",11211
16940,3023220006,65-73 Roebling Street,Brooklyn,11211
16941,3027640008,694 Metropolitan Avenue,Brooklyn,11211
16942,3-02386-0018,425 Keap St,Brooklyn,11211
16943,2-03318-0011,2760 Jerome Ave,Bronx,10468
16944,2-03326-0134,30 E 208 St,Bronx,10460
16945,4005850017,34-19 29th Street,Queens,11106
16946,4006270025,28-16 34th Street,Queens,11103
16947,1-01785-7503,2211 3rd Avenue,New York,10035
16948,1-01785-7503,2211 3rd Avenue,New York,10035
16949,1006927501,120 11th Avenue,New York,10011
16950,1-01302-0033,160 East 48th Street,New York,10017
16951,3-06757-0025,1916 Ocean Ave,Brooklyn,11230
16952,4062590016,42-41 201st Street,Queens,11361
16953,1007387502,66 Ninth Avenue,New York,10011
16954,3072930003,1410 Avenue South,Brooklyn,11229
16955,3067687501,1695-1693 East 21st Street,Brooklyn,11210
16956,4050490043,143-33 Sandford Avenue,Queens,11355
16957,3054180012,3745 18 Ave.,Brooklyn,11218
16958,2-03142-0200,1880 Valentine Ave.,New York,10457
16959,2-03111-0015,2111 Southern Blvd.,New York,10460
16960,2-03142-0001,2000 Valentine Ave,Bronx,10457
16961,2-03143-0001,2100 Tiebout Ave.,New York,10457
16962,2-03108-0008,800-820 East 180th St.,Bronx,10460
16963,2-03024-0008,355-365 East 184th Street,New York,10458
16964,2-03143-0036,333 East 181st Street,New York,10457
16965,4001890025,43-08 41 Street,Queens,11104
16966,3063360006,8405 Bay Parkway,Brooklyn,11214
16967,3000420018,260 Water Street,Brooklyn,11201
16968,4050397502,41-05 College Point Blvd.,Queens,11355
16969,3-04872-0032,916 Brooklyn Ave,Brooklyn,11203
16970,3047240040,491 E 52 st,Brooklyn,11203
16971,3046740021,374 e 49th st,Brooklyn,11203
16972,3004590024,360 Smith Street,Brooklyn,11231
16973,2033240089,3415 Knox Pl,Bronx,10467
16974,2033240089,3415 Knox Pl,Bronx,10467
16975,3056290012,1320 47th Street,Brooklyn,11219
16976,3056290012,1320 47th Street,Brooklyn,11219
16977,3054090001,202 Avenue F,Brooklyn,11218
16978,3054090001,202 Avenue F,Brooklyn,11218
16979,1010540001,626 Tenth Avenue,New York City,10036
16980,2-03812-0017,2124 Ellis Ave,Bronx,10462
16981,2-03342-0051,315 E 206th St,Bronx,10467
16982,4-02857-0036,90-02 Queens Blvd,Queens,11373
16983,2032500071,2856 Webb Avenue,Bronx,10468
16984,2032610061,3075 Heath Avenue,Bronx,10463
16985,2032630172,3840 Orloff Avenue,Bronx,10463
16986,4001967501,"47-35 41st Street, Suite 1",Sunnyside,11104
16987,3081280001,888 E 96 Street,Brooklyn,11236
16988,3021357502,28 South 9th Street,Brooklyn,11249
16989,3021357509,23 South 10th Street,Brooklyn,11249
16990,1-00405-7504,525 East 11th Street,New York,10009
16991,1-01942-7502,2322 Adam C Powell Blvd,New York,10027
16992,1012280013,225 West 80 Street,Manhattan,10024
16993,1-00407-7502,503 East 13th Street,New York,10009
16994,1-00149-7502,57 Reade Street,New York,10007
16995,1005150004,459 WEST BROADWAY,NEW YORK,10012
16996,1015180031,165 East 89th Street,New York City,10128
16997,2028610052,1706 DAVIDSON AVENUE,BRONX,10453
16998,2033040065,2675 VALENTINE AVENUE,BRONX,10458
16999,2033500019,3232 HULL AVENUE,BRONX,10467
17000,2028270032,1880 WALTON AVENUE,BRONX,10453
17001,1009267501,346 East 21 Street,New York,10010
17002,4051820039,140-71 ASH AVENUE,QUEENS,11355
17003,1002367502,145 Mulberry Street,New York,10013
17004,1005120014,595 Broadway,New York,10012
17005,4051867503,140-31 Cherry Avenue,Queens,11355
17006,1006097502,116 West 14th Street,New York,10011
17007,1014090040,1296 3rd Avenue,New York,10021
17008,1-01947-7501,2235 Frederick Douglass Boulevard,New York,10027
17009,3062980006,8101 20th Avenue,Brooklyn,11214
17010,3-05060-0027,36 Crooke Ave,Brooklyn,11226
17011,1-01514-7501,120 East 86th Street,New York,10028
17012,1011400046,140 West 69th Street,New York,10023
17013,1012500001,160 Riverside Drive,New York,10024
17014,3043290001,721 Van Siclen Avenue,Brooklyn,11207
17015,1-02045-0054,2785 Frederick Douglass Blvd,Manahattan,10039
17016,1003990044,185 East 3rd Street,New York,10009
17017,3063320037,1878 84th street,BROOKLYN,11214
17018,Not Available,201 East 80th Street,New York,10075
17019,3007670038,PO Box 320671 Bush Terminal,Brooklyn,11232
17020,3007670043,PO Box 320671 Bush Terminal,Brooklyn,11232
17021,3007330038,PO Box 320671 Bush Terminal,Brooklyn,11232
17022,1005320030,81 Bleecker Street,New York,10012
17023,1-02177-0003,1-3 Cabrini Blvd,New York,10033
17024,1008907503,143 East 34th Street,New York,10016
17025,1-02177-0046,5 Cabrini Blvd,New York,10033
17026,1-02177-0042,9 Cabrini Blvd,New York,10033
17027,4010180020,25-15 50th Street,Queens,11377
17028,Not Available,201 East 80th Street,New York,10075
17029,1008260029,15 West 24th Street,New York,10010
17030,1012440044,425 West End Avenue,New York,10024
17031,1005007504,104 Wooster Street,New York,10012
17032,2026970010,894 ROGERS PLACE,BRONX,10459
17033,3060840001,9115 Colonial Road,brooklyn,11209
17034,1010100051,150 West 58th Street,New York,10019
17035,2024780012,1082 Gerard Avenue,Bronx,10452
17036,2024780012,1082 Gerard Avenue,Bronx,10452
17037,2037420070,1117 Manor Ave.,Bronx,10472
17038,2037420070,1117 Manor Ave.,Bronx,10472
17039,2037390067,1121 Elder Ave.,Bronx,10472
17040,2037390067,1121 Elder Ave.,Bronx,10472
17041,2025050046,1130 Anderson Ave.,Bronx,10452
17042,2025050046,1130 Anderson Ave.,Bronx,10452
17043,2028310024,1315 Sheridan Ave.,Bronx,10456
17044,2028310024,1315 Sheridan Ave.,Bronx,10456
17045,2027830042,1365 Findlay Ave.,Bronx,10456
17046,2027830042,1365 Findlay Ave.,Bronx,10456
17047,2028880028,1644 Anthony Ave,Bronx,10457
17048,2028880028,1644 Anthony Ave,Bronx,10457
17049,2028500016,1785 TOWNSEND AVE,Bronx,10453
17050,2028500016,1785 TOWNSEND AVE,Bronx,10453
17051,2039200029,1801 Archer St,Bronx,10460
17052,2039200029,1801 Archer St,Bronx,10460
17053,2039200024,1807 Archer St,Bronx,10460
17054,2039200024,1807 Archer St,Bronx,10460
