ID,Address,City,State,Zip Code,Census Tract,BBL
4224,"139 West 19th Street, New York",Manhattan,NY,10011,36061008700,1-00795-0014
4225,"147 West 15th Street, New York",Manhattan,NY,10011,36061008100,1-00791-0013
4226,"169 Hudson Street, New York",New York,NY,10013,36061003900,1-00219-7504
4227,"550 5th Avenue, Brooklyn",Brooklyn,NY,11215,36047014101,3-01041-7501
4228,"25 West Houston Street, New York",New York,NY,10012,36061004900,1-00513-7503
4229,"92 Laight Street, New York",Manhattan,NY,10013,36061003900,1-00218-7501
4230,"20-26 North Moore Street, New York",Manhattan,NY,10013,36061003300,1-00189-0030
4231,"141-147 5th Avenue, New York",Manhattan,NY,10010,36061005200,1-00849-7505
4232,"25 North Moore Street, New York",Manhattan,NY,10013,36061003300,1-00190-7505
4233,"285 Lafayette Street, New York",Manhattan,NY,10012,36061004300,1-00510-7501
4234,"12 East 12th Street, New York",Manhattan,NY,10003,36061006100,1-00569-7501
4235,"205 West 19th Street, New York",New York,NY,10011,36061008700,1-00769-0031
4236,221 East 18th Street,Brooklyn,NY,11226,36047051200,3-05122-0056
4237,71 Murray Street,New York,NY,10007,36061002100,1-00132-7503
4238,250-254 West 82nd Street,New York,NY,10024,36061016700,1-01229-0054
4239,38-44 Laight Street,New York,NY,10013,36061003300,1-00220-7503
4240,2112 Broadway,New York,NY,10023,36061015900,1-01165-7505
4241,230 Park Place,Brooklyn,NY,11238,36047016300,3-01164-0042
4242,"201 E66th St, 200-204 E67th St.",New York,NY,10065,0,1-01421-0001
4243,1760 Bruckner Blvd,Bronx,NY,10473,36005004200,2-03663-0002
4244,1790 Bruckner Blvd,Bronx,NY,10473,36005004200,2-03663-0002
4245,1770 Bruckner Blvd,Bronx,NY,10473,36005004200,2-03663-0002
4246,1810 Bruckner Blvd,Bronx,NY,10473,36005004200,2-03663-0002
4247,158-13 72nd Ave,Queens,NY,11365,36081122704,4-06797-7503
4248,159-10 71st Ave,Queens,NY,11365,36081122704,4-06797-0054
4249,71-61 159th St,Queens,NY,11365,36081122704,4-06797-0079
4250,636 LOUISIANA AVENUE,Brooklyn,NY,11239,36047105804,3-08235-0140
4251,145-18 34th Ave.,Queens,NY,11354,36081115900,4-04995-0034
4252,132-54 Pople Ave.,Queens,NY,11355,36081079702,4-05104-0027
4253,1115 Boston Road,Bronx,NY,10456,36005018502,2-2613-36
4254,116 West 197 Street,Bronx,NY,10468,36005026702,2-3249-88
4255,99 Commercial St,Brooklyn,NY,11222,36047056302,3-02472-0400
4256,910 Dekalb Ave,Brooklyn,NY,11211,36047028100,3016010004
4257,1710 Vyse Avenue,Bronx,NY,10460,36005016100,0
4258,1189 Tinton Ave,Bronx,NY,10456,36005013500,0
4259,1022 Rev James Polite,Bronx,NY,10459,0,0
4260,29 East 2nd Street,New York,NY,10003,36061003602,0
4261,269-10 Grand Central Parkway,Floral Park,NY,11005,0,4084890001
4262,31-65 138 St,Queens,NY,11354,36081088902,4-04411-0001
4263,2685 University Avenue,Bronx,NY,10468,36005026701,2-03248-0049
4264,2690 University Avenue,Bronx,NY,10468,36005026701,2-03248-0006
4265,63-50 Wetherole Street,Queens,NY,11374,36081069300,4030940034
4266,142-24 38 Avenue,Queens,NY,11354,36081086500,4050200017
4267,665 88 Street,Brooklyn,NY,11228,36047015200,3060560033
4268,6901 21 Avenue,Brooklyn,NY,11204,36047025800,3061640006
4269,1924 66 Street,Brooklyn,NY,11204,36047025600,3055620033
4270,6813 21 Avenue,Brooklyn,NY,11204,36047025800,3055800001
4271,144-03 Barclay Avenue,Queens,NY,11355,36081086300,4050500001
4272,1854 Cedar Ave,Bronx,NY,11215,36005024700,2028810040
4273,1750 Davidson Ave,New York,NY,104537842,36005021700,2028610067
4274,1363 Franklin Avenue,New York,NY,10456,36005014900,2029310073
4275,621 Water Street,New York,NY,100028021,36061000202,1002440040
4276,2685 University Avenue,Bronx,NY,10468,36005026701,2-03248-0049
4277,2690 University Avenue,Bronx,NY,10468,36005026701,2-03248-0006
4278,2685 University Avenue,Bronx,NY,10468,36005026701,2-03248-0049
4279,2610 Ocean Parkway,Brooklyn,NY,11235,36047037401,3072380042
4280,160 East 3rd Street,New York,NY,10009,36061003002,1-00398-0008
4281,1737-39 Pilgrim Ave,Bronx,NY,10464,36005026601,2-04162-0001
4282,156 East 79th St.,New York,NY,10075,36061014000,1-01413-0050
4283,"89-35 155th Avenue & 89-40 151st Ave., 89-48 151 Avenue",Queens,NY,11414,0,4-11434-0025
4284,61-41 Saunders Street,Queens,NY,11374,36081068700,4-03075-0034
4285,10-12 West 86th St.,New York,NY,10024,36061016900,1-01199-0040
4286,2547 West 2nd Street,Brooklyn,NY,11223,36047037402,3-07214-0001
4287,245 East 35th Street,New York,NY,10016,36061007800,1-00916-0023
4288,35-40 82nd Street,Queens,NY,11372,36081028300,4-01281-0025
4289,35-50 82nd St,Queens,NY,11372,36081028300,4-01281-0033
4290,2815 Ocean Parkway,Brooklyn,NY,11235,36047036600,3-07260-0009
4291,2615 Homecrest Avenue,Brooklyn,NY,11235,36047060600,3074570001
4292,88-11 Elmhurst Avenue,Queens,NY,11373,36081027102,4-01513-0028
4293,39-60 54th Street,Queens,NY,11377,36081025500,4-01238-0040
4294,2195 East 22nd Street,Brooklyn,NY,11229,36047057600,3073550042
4295,100 Avenue P,Brooklyn,NY,11204,36047042800,3066200001
4296,3130 Brighton 6 St,Brooklyn,NY,11235,36047036002,3086890055
4297,3025 Ocean Avenue,Brooklyn,NY,11235,36047060000,3074650052
4298,2906 Brighton 12th Street,Brooklyn,NY,11235,36047061004,3087110015
4299,270-10 Grand Central Parkway,Floral Park,NY,11005,36081155101,4084890001
4300,271-10 Grand Central Parkway,Floral Park,NY,11005,36081155101,4084890001
4301,270-10 Grand Central Parkway,Floral Park,NY,11005,36081155101,4084890001
4302,2800 Coyle Street,Brooklyn,NY,11235,36047062200,3088040042
4303,110 Shore Blvd.,Brooklyn,NY,11235,36047061200,3087260001
4304,404 East 79th Street,New York,NY,10075,36061013203,1-01473-7501
4305,270-10 Grand Central Parkway,Floral Park,NY,11005,36081155101,4084890001
4306,271-10 Grand Central Parkway,Floral Park,NY,11005,36081155101,4084890001
4307,270-10 Grand Central Parkway,Floral Park,NY,11005,36081155101,4084890001
4308,269-10 Grand Central Parkway,Floral Park,NY,11005,0,4084890001
4309,239 East 79th Street,New York,NY,10075,36061013800,1-01525-0021
4310,5 Riverside Drive,New York,NY,10023,36061015900,1-01184-0028
4311,45 Tudor City Place,New York,NY,10017,36061008800,1-01335-0022
4312,110 West 94th Street,New York,NY,10025,36061017700,1-01224-0038
4313,229 West 28th Street,New York,NY,10028,36061009500,1015620005
4314,177 Montague Street,Brooklyn,NY,11201,36047000502,3-00244-7502
4315,233 West 77 Street,New York,NY,10024,36061016300,1-01169-0008
4316,225 West 106 Street,New York,NY,10025,36061019500,1-01878-0012
4317,28 East 73rd Street,New York,NY,10021,36061013000,1-01387-0056
4318,903 Park Avenue,New York,NY,10075,36061014000,1-01508-0001
4319,340 East 57th Street,New York,NY,10022,36061010802,1-01349-0035
4320,37 West 21st Street,New York,NY,10010,36061005800,1-00823-0017
4321,353 East 72nd Street,New York,NY,10021,36061012601,1-01447-0019
4322,990 6 Ave,New York,NY,10018,36061008400,1008380001
4323,405 East 82nd Street,New York,NY,10028,36061013604,1015620005
4324,80 Warren St; 76 Warren St.,New York City,NY,10007,36061002100,1-00137-0005
4325,285 N 6th St,Brooklyn,NY,11211,36047051900,3023310042
4326,168-42 88th ave,Jamaica,NY,11432,36081046000,4-09820-0049
4327,212 W 91 St,New York,NY,10024,36061017900,1012380046
4328,201-215 West 15th St.,New york,NY,10011,36061008100,1-00765-0035
4329,231 W 25th St,New york,NY,10001,36061009100,1-00775-0017
4330,247 Wadsworth,New york,NY,10033,36061027100,1-02166-0033
4331,220 East 22nd Street,New York,NY,10010,36061006400,0
4332,210 East 22nd Street,New York,NY,10010,36061006400,0
4333,35-34 84th Street,Queens,NY,11372,36081028100,4-01457-0018
4334,232 East 12th Street,Manhattan,NY,10003,36061004002,1-00467-0025
4335,105-10 62nd Rd.,Queens,NY,11375,36081074500,4-02144-0002
4336,"143-30 38th Ave., 143-18 38th Ave.",Queens,NY,11354,36081086500,4-05022-0018
4337,2308 Mott Ave.,Queens,NY,11691,0,4-15664-0001
4338,155-15 North Conduit Ave.,Queens,NY,11434,36081029400,4-12311-0030
4339,212-29 Hillside Ave.,Queens,NY,11427,36081055200,4-10681-0056
4340,195-06 Woodhull Ave.,Queens,NY,11423,36081050000,4-10822-0001
4341,3714 Parsons Blvd. / 143-37 38th Ave.,Queens,NY,11354,0,4-05013-0038
4342,156-01 N Conduit Ave,Queens,NY,11434,36081029400,4-12311-0050
4343,162-11 89th Ave,Queens,NY,11432,36081044602,4-09768-0060
4344,555 West 42nd Street,New York,NY,10036,36061012901,1010710001
4345,3601 Surf Avenue,Brooklyn,NY,11224,36047034200,3-07045-0031
4346,3161 Brighton 6th Street,Brooklyn,NY,11235,36047036002,3-08693-0012
4347,1915 Seagirt Boulevard,Far Rockaway,NY,11691,36081099802,4-15810-0030
4348,200 East 5th Street,New York,NY,10003,36061003800,1-00460-0001
4349,161 Corbin Place,Brooklyn,NY,11235,36047061004,3-08719-0027
4350,1925 Seagirt Blvd,Far Rockaway,NY,11691,36081099802,4-15810-0025
4351,155 Beach 19th Street,Far Rockaway,NY,11691,36081099802,4-15810-0040
4352,125-135 Beach 19th Street,Far Rockaway,NY,11691,0,4-15810-0055
4353,310 East 3rd Street,New York,NY,10009,36061002202,1003720026
4354,1420 Gatewy Boulevard,Queens,NY,11691,0,4-15563-0046
4355,"36 Gramercy Park East,",Manhattan,NY,10003,36061005000,1-00876-7503
4356,478 Central Park West,Manhattan,NY,10025,36061019300,1-01844-7501
4357,86-33 Palermo Street,Hollis,NY,11423,36081047600,1-02067-0036
4358,220 WEST 98TH STREET,NEW YORK,NY,10025,36061018300,1018690044
4359,83-43 118TH STREET,KEW GARDENS,NY,11415,36081013400,4033220040
4360,83-57 118TH STREET,KEW GARDENS,NY,11415,36081013400,4033220040
4361,22-30 Mott Av,Queens,NY,11691,36081103201,4-15661-0012
4362,42-25 Hampton St,Queens,NY,11373,36081046901,4-01556-0043
4363,42-37 Hampton St.,Queens,NY,11373,36081046901,4-01556-0033
4364,88-35 Elmhurst Av,Queens,NY,11373,36081027102,4-01512-0026
4365,88-44 161 St,Queens,NY,11432,36081044602,4-09764-0082
4366,89-24 164th St,Queens,NY,11432,36081044601,4-09793-0069
4367,37-68 97th St,Corona,NY,11368,36081037502,4-01759-0030
4368,13-25 Eggert Place,Far Rockaway,NY,11691,36081103201,4-15665-0001
4369,168-36 88th ave,Queens,NY,11432,36081046000,4-09820-0038
4370,13-18/22/26/32 Dickens St,Far Rockaway,NY,11691,0,4-15665-0001
4371,23-40 Mott Avenue,Queens,NY,11691,0,4-15665-0001
4372,37-06 104 St,Queens,NY,11368,36081040502,0
4373,80-01 37th Avenue,Jackson heights,NY,11372,36081028300,4-01280-0038
4374,35-64 84th street,Jackson Heights,NY,11372,36081028100,4-01457-0034
4375,437 Manhattan Avenue,New York,NY,10026,36061025700,1-01945-0011
4376,437 Manhattan Avenue,New York,NY,10026,36061025700,1-01945-0011
4377,266 Bedford Park Blvd.,Bronx,NY,10458,36005040702,2-03297-0011
4378,"23-34 Mott, 13-18 Dickens, 13-19 Eggert",Queens,NY,11691,0,4-15665-0001
4379,2255 Barker Avenue,Bronx,NY,10467,36005033201,0
4380,30-63 Godwin Terrace,Bronx,NY,10463,0,2057030192
4381,42-45 Kissena Boulevard,Flushing,NY,11355,36081085700,4-05180-0015
4382,133-36 41st Road,Flushing,NY,11355,36081084902,4-05042-7501
4383,136-39 41st ave,Flushing,NY,11355,36081085300,4-05019-0101
4384,630 East 221 Street,Bronx,NY,10467,36005039400,2-04655-0011
4385,92-29 Lamont Ave,Elmhurst,NY,11373,36081046700,4-01566-0039
4386,63 West 124th Street,New York,NY,10027,36061020000,1-01722-0007
4387,63 West 124th Street,New York,NY,10027,36061020000,1-01722-0007
4388,304 WEST 154 STREET,NEW YORK,NY,10039,36061023502,1-02047-0012
4389,36-11 Bowne Street,Flushing,NY,11361,36081086500,4-05012-0021
4390,164-10 84th Avenue,Jamaica,NY,11432,36081045200,4-09858-0014
4391,1502 52 Street,Brooklyn,NY,11219,36047023800,3-05471-0008
4392,2754 Pikin Ave,Brooklyn,NY,11208,0,3042340017
4393,226-26 Union Turnpike,Queens,NY,11364,36081129102,0
4394,226-26 Union Turnpike,Queens,NY,11364,36081129102,4-07912-0050
4395,226-26 Union Turnpike,Queens,NY,11364,36081129102,4-07912-0050
4396,80-35 Springfield Boulevard,Queens,NY,11427,36081129102,4-07912-0002
4397,5613 Second Avenue,Brooklyn,NY,11220,36047002200,3008370001
4398,100 West 57th Street,New York,NY,10019,36061013700,1-01009-0029
4399,1400 Benson Street,New York,NY,10461,36005020000,2039840001
4400,144 West 86th Street,New York,NY,10024,36061016900,1012160051
4401,215 East 68th Street,New York,NY,10065,36061011800,1014230010
4402,177 East 77th St,New York,NY,10075,36061014000,1-01412-7503
4403,254 East 68th Street,New York,NY,10065,36061011800,1014220021
4404,295 Central Park West,New York,NY,10024,0,1012030033
4405,40 West 86th Street,New York,NY,10024,36061016900,1011990055
4406,544 East 86th Street,New York,NY,10028,36061014401,1015820031
4407,3800 Broadway,New York,NY,10032,36061024500,1-02117-0001
4408,945 Fifth Avenue,New York,NY,10021,36061013000,1013900067
4409,530 Park Ave,New York,NY,10065,36061011401,1-01375-7503
4410,"129 3rd Avenue, New York",Manhattan,NY,10003,36061004800,1-00896-0001
4411,"636 Greenwich Street, New York",Manhattan,NY,10014,36061006900,1-00603-0046
4412,"400 Broome Street, New York",Manhattan,NY,10013,36061004100,1-00481-0001
4413,475 Sterling Place,Brooklyn,NY,11215,36047021500,3-01167-7501?
4414,715 Ocean Parkway,Brooklyn,NY,11230,36047048200,3-05424-0001
4415,2120 1st Avenue,New York,NY,10029,36061016200,1017010001
4416,90-11 149 str,Jamaica,NY,11435,36081024000,4096790052
4417,148-25 89 Ave,Jamaica,NY,11435,36081023800,4096930051
4418,88-24 Merrick Blvd,Jamaica,NY,11432,36081046000,4098150067
4419,166-05 89 Ave,Jamaica,NY,11432,36081046000,4098170001
4420,885 6th Avenue,New York,NY,10001,36061010100,1-00807-7502
4421,7201 4th. Avenue,Brooklyn,NY,11209,36047013000,3-05909-0001
4422,746 Saint Nicholas Avenue,NEW YORK,NY,10031,36061023100,1020530026
4423,83-37 St. James Avenue,Elmhurst,NY,11373,36081048500,4-01545-0033
4424,215 West 84th Street,NEW YORK,NY,10024,36061017100,1012320014
4425,138 East 38th Street,NEW YORK,NY,10016,36061008000,1008930064
4426,"80 Varick Street, New York",Manhattan,NY,10013,36061003700,1-00477-0001
4427,123 Baxter Street,New York,NY,10010,36061004100,1-00206-7501
4428,165 Charles Street,New York,NY,10014,36061007500,1-00637-7505
4429,340 East 51st Street,Manhattan,NY,10022,36061009800,1-01343-0036
4430,87 Smith Street,Brooklyn,NY,11201,36047004300,3001767501
4431,5235 Post Road,Bronx,NY,10471,36005035100,2-05836-3250
4432,241 West 36th St,New York,NY,10018,36061010900,1007860020
4433,360 West 36th Street,New York,NY,10013,36061011100,1007590072
4434,4901 Henry Hudson Parkway,Bronx,NY,10471,36005030701,2-05912-0091
4435,245 West 104th Street,New York,NY,10025,36061019100,1-01876-0007
4436,34-24 82nd Street,Queens,NY,11372,36081028300,4-01268-0013
4437,4705 Henry Hudson Parkway,Bronx,NY,10471,36005030701,2-05912-0001
4438,72-15 37th Avenue,Queens,NY,11372,36081029100,4-01272-0040
4439,35-38 75th Street,Queens,NY,11372,36081028900,4-01274-0020
4440,84-12 35th Avenue,Queens,NY,11372,36081028100,4-01458-0001
4441,35-63 88th Street,Queens,NY,11372,36081027701,4-01462-7501
4442,92-30 56th Avenue,Queens,NY,11373,36081068300,4-01872-0011
4443,67-40 Booth Street,Queens,NY,11375,36081071305,4-03169-0036
4444,123-40 83rd Avenue,Queens,NY,11415,36081021601,4-09631-0232
4445,62-54 97th Place,Queens,NY,11374,36081071702,4-02082-7501
4446,82-15 134th Street,Queens,NY,11435,36081022001,4-09660-0002
4447,65-15 Yellowstone Blvd (4 Buildings),Queens,NY,11375,36081074300,4-02151-0101
4448,82-50 135th Street,Queens,NY,11435,36081022001,4-09660-0030
4449,105-33 66th Avenue,Queens,NY,11375,36081074300,4-02152-0101
4450,82-24 135th Street,Queens,NY,11435,36081022001,4-09660-0135
4451,135-30 82ND DRIVE,Queens,NY,11435,36081022001,4-09666-0040
4452,105-20 66th Road (6 Buildings),Queens,NY,11375,36081074100,4-02154-0001
4453,105-24 67th Avenue (6 Buildings),Queens,NY,11375,36081074100,4-02155-0001
4454,119-49 Union Turnpike,Queens,NY,11375,36081076902,4-03347-7501
4455,82-34 138th Street,Queens,NY,11435,36081022001,4-09667-0001
4456,65-65 Wetherole Street,Queens,NY,11374,36081071306,4-03099-0042
4457,135-24 Hoover Avenue,Queens,NY,11435,36081022001,4-09667-0015
4458,140-18 Burden Crescent,Queens,NY,11435,36081022002,4-09713-0102
4459,83-80 118th Street,Queens,NY,11415,36081013400,4-03321-0100
4460,135-09 83rd Avenue,Queens,NY,11435,36081022001,4-09666-0052
4461,139-09 84th Drive,Queens,NY,11435,36081022002,4-09715-0228
4462,137-01 83RD AVENUE,Queens,NY,11435,36081022001,4-09666-0080
4463,1280 Fifth Avenue,New York,NY,10029,36061017401,1-01615-7501
4464,82-41 135th Street,Queens,NY,11435,36081022001,4-09667-0025
4465,300-301 Cathedral Parkway,Manhattan,NY,10026,36061019300,1-01845-7501
4466,110 EAST 71ST STREET,Manhattan,NY,10021,36061012800,1-01405-7501
4467,135-05 Hoover Avenue,Queens,NY,11435,36081022001,4-09668-0027
4468,320 WEST 83 STREET,Manhattan,NY,10024,36061017100,1-01245-0034
4469,306 WEST 100 STREET,Manhattan,NY,10025,36061018700,1-01888-0076
4470,131 West 28th Street,Manhattan,NY,10001,36061009500,1-00804-0018
4471,22 West 26th Street,Manhattan,NY,10010,36061005800,1-00827-0060
4472,105-10 65th Avenue,Queens,NY,11375,36081074300,4-02152-0106
4473,26 GRAMERCY PARK SOUTH,Manhattan,NY,10003,36061005000,1-00875-0055
4474,310 West 94th Street,Manhattan,NY,10025,36061017900,1-01252-0065
4475,162 EAST 80TH STREET,Manhattan,NY,10075,36061014000,1-01508-0046
4476,35 West 82nd Street,Manhattan,NY,10024,36061016900,1-01196-0013
4477,67-30 Dartmouth Street,Queens,NY,11375,0,4-03163-0015
4478,324 WEST 83 STREET,Manhattan,NY,10024,36061017100,1-01245-0037
4479,311 WEST 97TH STREET,Manhattan,NY,10025,36061018300,1-01887-0045
4480,33 EAST 22 STREET,Manhattan,NY,10010,36061005600,1-00851-0028
4481,200 EAST 17TH STREET,Manhattan,NY,10003,36061004800,1-00897-0075
4482,267 WEST 89 STREET,Manhattan,NY,10024,36061017500,1-00897-0075
4483,555 Park Ave,New York,NY,10065,36061011402,1013960071
4484,1 Main Street,Brooklyn,NY,11201,36047002100,3000277501
4485,101 Lafayette Ave,Brooklyn,NY,11217,36047018100,3021000072
4486,140 Nassau Street,New York,NY,10038,36061001501,1001000026
4487,114 E 90th Street,New York,NY,10128,36061014802,1015180061
4488,44 Division St,New York,NY,10002,36061001600,1002899001
4489,101 Clark St,Brooklyn,NY,11201,36047000100,3002320001;3002380035
4490,120 W 70 Street,New York,NY,10023,36061015302,1011410039
4491,148 W 23 Street,New York,NY,10011,36061009100,1007980071
4492,3 Sheridan Square,New York,NY,10014,0,1005910026
4493,304-324 E 41 Street,New York,NY,10017,36061008800,1013330042
4494,116 E 63 St.,New York,NY,10065,36061011402,1013970066
4495,118 W 79 Street,New York,NY,10024,36061016500,1011500037
4496,150 W 79 Street,New York,NY,10024,36061016500,1011500055
4497,940 Park Ave,New York,NY,10028,36061014200,1014930033
4498,12 W 72 Street,New York,NY,10023,36061015700,1011240042
4499,165 Duane Street,New York,NY,10013,36061003900,1001430001
4500,167 Perry Street,New York,NY,10014,36061007500,1006370081
4501,357 E. 57th Street,New York,NY,10022,36061010802,1013507501
4502,145 Nassau Street,New York,NY,10038,36061001501,1001010001
4503,169 E 78 Street,New York,NY,10075,36061014000,1014130027
4504,20 W 77 Street,New York,NY,10024,36061016100,1011290045
4505,310-320 W 86th Street,New York,NY,10024,36061017100,1012470040; 1012470043
4506,175 W 93 Street,New York,NY,10025,36061017700,1012240001
4507,2 Grace Court,Brooklyn,NY,11201,36047000301,3002520008
4508,212 E 48 Street,New York,NY,10017,36061009000,1013210042
4509,255 Eastern Parkway,Brooklyn,NY,11238,36047021700,3-01181-7501
4510,120 W 72th Street,New York,NY,10023,0,1011437505
