17288,"3715 Kings Highway, Brooklyn, NY, 11234",Match,Exact,"3715 KINGS HWY, BROOKLYN, NY, 11234","-73.93858859299996,40.62174768400007",652205086,L,36,47,73800,2006
17289,"449 Troutman St., Brooklyn, NY, 11222",Match,Non_Exact,"449 TROUTMAN ST, BROOKLYN, NY, 11237","-73.92124554099996,40.70816988200005",59082441,L,36,47,44700,1002
17284,"74-15 35th Ave., Jackson Heights, NY, 11372",Match,Exact,"74-15 35TH AVE, JACKSON HEIGHTS, NY, 11372","-73.89193513799995,40.751030064000076",59698289,L,36,81,28900,2001
17285,"83-09 Talbot Street, Kew Gardens, NY, 11415",Tie,,,,,,,,,
17286,"1275 Nelson Ave., Bronx, NY, 10452",Match,Exact,"1275 NELSON AVE, BRONX, NY, 10452","-73.92428917299998,40.83929092000005",80299421,L,36,5,21100,3001
17287,"1419 Shakespeare Ave., Bronx, NY, 10452",Match,Exact,"1419 SHAKESPEARE AVE, BRONX, NY, 10452","-73.92071217599994,40.84272753100004",80299430,L,36,5,21302,3000
17280,"355 Kings Highway, Brooklyn, NY, 11223",Match,Exact,"355 KINGS HWY, BROOKLYN, NY, 11223","-73.97663681899996,40.60471576500004",59089548,L,36,47,42400,2002
17281,"139-29 34th Road, Flushing, NY, 11354",Match,Exact,"139-29 34TH RD, FLUSHING, NY, 11354","-73.82863894799993,40.76634432800006",59701032,L,36,81,88902,4002
17282,"2440-50 Amsterdam Avenue, New York, NY, 10033",Match,Exact,"2440 AMSTERDAM AVE, NEW YORK, NY, 10033","-73.93077182699994,40.848283611000056",59659110,L,36,61,26900,3001
17283,"10421 68th Drive, Queens, NY, 11375",No_Match,,,,,,,,,
17299,"8801-09 35th Ave, Queens, NY, 11372",No_Match,,,,,,,,,
17295,"165 Pinehurst Avenue, New York, NY, 11022",Match,Non_Exact,"165 PINEHURST AVE, NEW YORK, NY, 10033","-73.93834756199993,40.85360906600005",611227029,R,36,61,27300,1002
17296,"2076 Creston ave, Bronx, NY, 10453",Match,Exact,"2076 CRESTON AVE, BRONX, NY, 10453","-73.90388777299995,40.85377089100007",80300966,R,36,5,23501,3001
17297,"2501 Newkirk ave, Brooklyn, NY, 11226",Match,Exact,"2501 NEWKIRK AVE, BROOKLYN, NY, 11226","-73.95312915699998,40.63970462300006",59081620,L,36,47,79002,3000
17298,"1125 63 st, Brooklyn, NY, 11219",Match,Exact,"1125 63RD ST, BROOKLYN, NY, 11219","-74.00408382799998,40.62942985600006",59094934,L,36,47,21200,1004
17291,"88-34 161 St., Jamaica, NY, 11432",Match,Exact,"88-34 161ST ST, JAMAICA, NY, 11432","-73.80067022199995,40.70752544000004",59712037,R,36,81,44602,2001
17292,"3135 Godwin Terrace, Bronx, NY, 10463",Match,Exact,"3135 GODWIN TER, BRONX, NY, 10463","-73.90512458599994,40.880148226000074",80296559,L,36,5,28900,4000
17293,"80-15 Grenfell Street, Queens, NY, 11415",Match,Non_Exact,"80 GRENFELL ST, JAMAICA, NY, 11415","-73.83458244399998,40.71184244400007",59706636,L,36,81,77300,2001
17294,"665 Ocean Parkway, Brooklyn, NY, 11230",Match,Exact,"665 OCEAN PKWY, BROOKLYN, NY, 11230","-73.97169377199998,40.63216448000003",59096775,L,36,47,48200,3001
